structure_group_id_v1,structure_group_size,molecule_ids_numeric_sorted,unique_donor_ids,donor_ids_numeric_sorted,unique_acceptor_ids,acceptor_ids_numeric_sorted,unique_donor_structures,unique_acceptor_structures,unique_role_aware_groups,role_annotation_consistent,atom_count_consistent,sidecar_atom_origin_consistent,dft_pdb_json_geometry_consistent,d81_a28_conflict_in_group,geometry_reference_id,geometry_resolved_comparisons,geometry_unresolved_comparisons,geometry_mapping_methods,heavy_atom_rmsd_min_angstrom,heavy_atom_rmsd_max_angstrom,geometry_unresolved_reasons,primary_range_eV,meaningful_target_disagreement_count,representative_eligible_under_strict_rule
08a9871ecb9ab0124b5ffc8d828ad232303f3cf2430ef8382d06bd5ac2e67e35,2,D18_A185;D18_A186,1,D18,2,A185;A186,1,2,2,False,True,True,True,False,D18_A185,1,0,RESOLVED_INDEX_GRAPH,0.0005454461794503837,0.0005454461794503837,,0.0002682857142857209,12,False
098ee010724bf4f662fefaa2d8cb69eca4f04a5319a7f50478471dcc19594003,2,D19_A182;D19_A187,1,D19,2,A182;A187,1,2,2,False,True,True,True,False,D19_A182,1,0,RESOLVED_INDEX_GRAPH,1.6274191259224096e-05,1.6274191259224096e-05,,7.4285714286581594e-06,0,False
0a584dbff7630d94ec0275983bd86f95dda6dc279cca0c553973565c098d641f,2,D139_A13;D139_A14,1,D139,2,A13;A14,1,1,1,True,True,True,True,False,D139_A13,1,0,RESOLVED_INDEX_GRAPH,0.016529027902139858,0.016529027902139858,,0.003546285714285835,15,False
0b0f61a8598816c1b3964b8138ef9b456b5579b0c921ee1900dfc5f1426962ca,2,D39_A13;D39_A14,1,D39,2,A13;A14,1,1,1,True,True,True,True,False,D39_A13,1,0,RESOLVED_INDEX_GRAPH,0.0007194862707579187,0.0007194862707579187,,4.742857142858714e-05,8,False
0bcc7093ef4b5af716a5c073d13473a62088bf33f6b3041c5997cc00e2314dfb,2,D41_A175;D42_A175,2,D41;D42,1,A175,1,1,1,True,True,True,True,False,D41_A175,1,0,RESOLVED_INDEX_GRAPH,0.00932256045264148,0.00932256045264148,,0.0036888571428571604,14,False
0dd9a508b07c4942bfd2331b0394900063ef04aa15142fcf4024671e2d8b5ef4,2,D18_A182;D18_A187,1,D18,2,A182;A187,1,2,2,False,True,True,True,False,D18_A182,1,0,RESOLVED_INDEX_GRAPH,4.343441806185348e-06,4.343441806185348e-06,,2.8571428571932955e-06,0,False
0eca777ff5914487048701d83fa8ceaab1ad4592ac7dd9975c50a38d837e5d9d,2,D25_A185;D25_A186,1,D25,2,A185;A186,1,2,2,False,True,True,True,False,D25_A185,1,0,RESOLVED_INDEX_GRAPH,1.9637914469506685e-06,1.9637914469506685e-06,,1.7142857142715684e-06,0,False
0f48900e8b76c68a102619582e2fe0eeeaabe8bb8cf8eb1e0335b76a601ef321,2,D31_A274;D31_A277,1,D31,2,A274;A277,1,1,1,True,True,True,True,False,D31_A274,1,0,RESOLVED_INDEX_GRAPH,0.0012073005587719863,0.0012073005587719863,,5.314285714297373e-05,12,False
10b831fe63a7812e19392d8aacb3ff1368d708d83947880f1675a3d4dc65204a,2,D52_A183;D53_A183,2,D52;D53,1,A183,2,1,2,False,True,True,True,False,D52_A183,1,0,RESOLVED_INDEX_GRAPH,10.298962795075514,10.298962795075514,,0.1061751428571428,16,False
10db5efceb392de2f098bedcf15363f655d1142ac63b47602e575808ffea7622,2,D54_A185;D54_A186,1,D54,2,A185;A186,1,2,2,False,True,True,True,False,D54_A185,1,0,RESOLVED_INDEX_GRAPH,0.0006829373888798929,0.0006829373888798929,,0.0028814285714285903,12,False
116e2bd501b6eab956d9ffb8ed2a27e700be54152df9b28fe02569d44faacabd,2,D52_A279;D53_A279,2,D52;D53,1,A279,2,1,2,False,True,True,True,False,D52_A279,1,0,RESOLVED_INDEX_GRAPH,5.11216790616754,5.11216790616754,,0.07414914285714286,16,False
138f94f006948dc15f5c776645f39c0211231141f13890063a82a05ea13b7028,2,D48_A274;D48_A277,1,D48,2,A274;A277,1,1,1,True,True,True,True,False,D48_A274,1,0,RESOLVED_INDEX_GRAPH,0.07534747529714836,0.07534747529714836,,0.005345714285714287,15,False
13c1953fadbf4b128c193b8256bed65568f7d0cea67cba7e3d11496f880e4df8,2,D158_A23;D158_A30,1,D158,2,A23;A30,1,2,2,False,True,True,True,False,D158_A23,1,0,RESOLVED_INDEX_GRAPH,5.453656791857733e-07,5.453656791857733e-07,,0.0,0,False
13c1f2b74e3b5cda4deb1a47c796e43516e506d187c4b9f4d3cb8ac6e542a40b,2,D27_A185;D27_A186,1,D27,2,A185;A186,1,2,2,False,True,True,True,False,D27_A185,1,0,RESOLVED_INDEX_GRAPH,3.4790366081867435e-06,3.4790366081867435e-06,,5.1428571429257275e-06,0,False
1420049dace7211eb83ba5907fe622178f7b54c1790a0c7c2af31f8ad960ab26,2,D135_A182;D135_A187,1,D135,2,A182;A187,1,2,2,False,True,True,True,False,D135_A182,1,0,RESOLVED_INDEX_GRAPH,0.06310202509021193,0.06310202509021193,,0.0036817142857142326,16,False
14b1b4706503970c4b7ed0dddcef5f339acb6eaa65b82ea905fa4b091c652115,2,D52_A140;D53_A140,2,D52;D53,1,A140,2,1,2,False,True,True,True,False,D52_A140,1,0,RESOLVED_INDEX_GRAPH,6.471496301310738,6.471496301310738,,0.06339314285714287,16,False
15d957ebdf722de59c0c8e4e563640d0816af7c4b4b1f2bee86f48605e829bf5,2,D52_A189;D53_A189,2,D52;D53,1,A189,2,1,2,False,True,True,True,False,D52_A189,1,0,RESOLVED_INDEX_GRAPH,0.6825824978573847,0.6825824978573847,,0.12025000000000002,15,False
16581324475eeded485a94c83c88138016be702d81b41182862d31147d077531,2,D170_A185;D170_A186,1,D170,2,A185;A186,1,2,2,False,True,True,True,False,D170_A185,1,0,RESOLVED_INDEX_GRAPH,0.00019565854998213688,0.00019565854998213688,,1.571428571434108e-05,5,False
16f3d1b1aa321c6011a78f7296eaa9b58c95cdd02adc66c0b809195e7149b1fc,2,D121_A23;D121_A30,1,D121,2,A23;A30,1,2,2,False,True,True,True,False,D121_A23,1,0,RESOLVED_INDEX_GRAPH,0.001745600319343715,0.001745600319343715,,6.228571428579244e-05,6,False
182b871a067563e1366a23da9ee92962f5171163b281c8d859c689ec3ac15326,2,D92_A23;D92_A30,1,D92,2,A23;A30,1,2,2,False,True,True,True,False,D92_A23,1,0,RESOLVED_INDEX_GRAPH,4.091543164235491e-05,4.091543164235491e-05,,1.3142857142822706e-05,2,False
1970969622588e07e9bdf6065ad9460895f2b172abdeb27e821688f232b6b792,2,D41_A373;D42_A373,2,D41;D42,1,A373,1,1,1,True,True,True,True,False,D41_A373,1,0,RESOLVED_INDEX_GRAPH,0.00043952322781425345,0.00043952322781425345,,2.6571428571431355e-05,1,False
19870f76593f07dbc2c4206080e9fb78da295e2cad2e55cb2c75e58736282ebb,2,D63_A13;D63_A14,1,D63,2,A13;A14,1,1,1,True,True,True,True,False,D63_A13,1,0,RESOLVED_INDEX_GRAPH,0.0018982334787000046,0.0018982334787000046,,0.00029685714285709874,11,False
1a4242cff361bc778f05fcaa39b3f9d4b9e05fe08c65f17759fbab84f9476853,2,D41_A280;D42_A280,2,D41;D42,1,A280,1,1,1,True,True,True,True,False,D41_A280,1,0,RESOLVED_INDEX_GRAPH,0.0004085500671587726,0.0004085500671587726,,0.0003645714285713808,8,False
1a4a82aad85e121fbc545bec3d01e7cf4253f892a435ccc509f09b1c64be0d9a,2,D12_A185;D12_A186,1,D12,2,A185;A186,1,2,2,False,True,True,True,False,D12_A185,1,0,RESOLVED_INDEX_GRAPH,2.055202533213729e-05,2.055202533213729e-05,,4.571428571464864e-06,3,False
1b5bb77616cea3fd3dcc98539351621aa3f5e00050c305e53b355476a70deac6,2,D52_A17;D53_A17,2,D52;D53,1,A17,2,1,2,False,True,True,True,False,D52_A17,1,0,RESOLVED_INDEX_GRAPH,0.006919973510795404,0.006919973510795404,,0.0007080000000000419,11,False
1b647e7017b7ac0a1fd0620be81fa9c6df46dab57d638fb271b0a9e52c2d20dd,2,D146_A13;D146_A14,1,D146,2,A13;A14,1,1,1,True,True,True,True,False,D146_A13,1,0,RESOLVED_INDEX_GRAPH,0.004661924675738794,0.004661924675738794,,0.005310857142857062,12,False
1ba604c5fc4f500a5fed53310e9f20a9d3c3a778edc3492e60d1e60a39f2e932,2,D41_A16;D42_A16,2,D41;D42,1,A16,1,1,1,True,True,True,True,False,D41_A16,1,0,RESOLVED_INDEX_GRAPH,0.0008432470638425588,0.0008432470638425588,,9.942857142852812e-05,7,False
1cdc85d966ad429cacf5272d77ce9194a82f69f5e6a75303b23da54fb5965f19,2,D52_A368;D53_A368,2,D52;D53,1,A368,2,1,2,False,True,True,True,False,D52_A368,1,0,RESOLVED_INDEX_GRAPH,0.0018686737261154546,0.0018686737261154546,,0.00015742857142858613,9,False
1e110dbcb49a616b207025d1260bd91c731386840b2b30f0da27e825a25bdded,2,D52_A365;D53_A365,2,D52;D53,1,A365,2,1,2,False,True,True,True,False,D52_A365,1,0,RESOLVED_INDEX_GRAPH,0.00647063837614946,0.00647063837614946,,0.001868857142857172,11,False
1e72c3eb23ea6d0b04cdbce6548968641bebf4674ecc617b3e4be0956841a9e0,2,D52_A259;D53_A259,2,D52;D53,1,A259,2,1,2,False,True,True,True,False,D52_A259,1,0,RESOLVED_INDEX_GRAPH,6.609634077438549,6.609634077438549,,0.07427599999999995,16,False
1ef2853a81442a34bf334ae986013da3d987ccc88d04f98d17b8a0a610f68b8c,2,D55_A185;D55_A186,1,D55,2,A185;A186,1,2,2,False,True,True,True,False,D55_A185,1,0,RESOLVED_INDEX_GRAPH,0.0007117440462622278,0.0007117440462622278,,7.199999999996098e-05,7,False
1f5da7b682a6ea6cf9a6006dcbf9ca516fc7ff32e3b7f97f67c1ae87f7953d34,2,D41_A25;D42_A25,2,D41;D42,1,A25,1,1,1,True,True,True,True,False,D41_A25,1,0,RESOLVED_INDEX_GRAPH,0.0024267722656304636,0.0024267722656304636,,0.0006857142857142895,11,False
1f8897f1f85f8594bf925ed1cc14941f6e525e946dd2be957ba80923097ae6ae,2,D30_A182;D30_A187,1,D30,2,A182;A187,1,2,2,False,True,True,True,False,D30_A182,1,0,RESOLVED_INDEX_GRAPH,0.0022792117143330365,0.0022792117143330365,,0.0009854285714284705,12,False
214fdce902d34b70b9fe1bee32652b18255257d862faa7248816f46d48cd9497,2,D119_A23;D119_A30,1,D119,2,A23;A30,1,2,2,False,True,True,True,False,D119_A23,1,0,RESOLVED_INDEX_GRAPH,0.0002309150284645335,0.0002309150284645335,,5.142857142814705e-06,2,False
21c9dd74de0ae4f7b833f43955b1f5f3b503d5e4b7e83345e09c514b9737bfb4,2,D37_A182;D37_A187,1,D37,2,A182;A187,1,2,2,False,True,True,True,False,D37_A182,1,0,RESOLVED_INDEX_GRAPH,0.0025782206324940784,0.0025782206324940784,,0.0020588571428571956,15,False
2238fc4b82609500db28e6b3cbb07551af4ad7bd97e9910bafaa719bc9e6fe7f,2,D29_A185;D29_A186,1,D29,2,A185;A186,1,2,2,False,True,True,True,False,D29_A185,1,0,RESOLVED_INDEX_GRAPH,0.0033484045687304414,0.0033484045687304414,,0.0028248571428571845,14,False
24441f51971564d9187eb5549cc59ecf361dfb18974c65b6564da96f789b04a8,2,D135_A13;D135_A14,1,D135,2,A13;A14,1,1,1,True,True,True,True,False,D135_A13,1,0,RESOLVED_INDEX_GRAPH,0.001044997850799449,0.001044997850799449,,0.0004022857142856884,9,False
24768b7ac86674ef4f5536fd63df9c99bbaf83f0140ac832bc69188f6c5a9d64,2,D123_A23;D123_A30,1,D123,2,A23;A30,1,2,2,False,True,True,True,False,D123_A23,1,0,RESOLVED_INDEX_GRAPH,0.006318902017714712,0.006318902017714712,,0.006064571428571419,14,False
24ea6b920874def873fec4692f60ce8c789d491bdfc3bfbba1bd6fd0659f1508,2,D52_A6;D53_A6,2,D52;D53,1,A6,2,1,2,False,True,True,True,False,D52_A6,1,0,RESOLVED_INDEX_GRAPH,0.0007863337927495913,0.0007863337927495913,,0.0001120000000000565,9,False
2511d439a5893069d4710f26e174f490e73e50ef038d39aed78c5a67b6bcd0ca,2,D140_A13;D140_A14,1,D140,2,A13;A14,1,1,1,True,True,True,True,False,D140_A13,1,0,RESOLVED_INDEX_GRAPH,0.0034363512691186,0.0034363512691186,,0.006813714285714312,14,False
25a174e9476e42dc7ef0891e0c07826e892271bb89fa543dc01f8fabf399d255,2,D52_A5;D53_A5,2,D52;D53,1,A5,2,1,2,False,True,True,True,False,D52_A5,1,0,RESOLVED_INDEX_GRAPH,0.002306818069985637,0.002306818069985637,,0.0005797142857142945,14,False
27c856c71093589440e465eccdbe0fb105239ed5c1c839afcad66640212da066,2,D52_A341;D53_A341,2,D52;D53,1,A341,2,1,2,False,True,True,True,False,D52_A341,1,0,RESOLVED_INDEX_GRAPH,0.0004257415256161404,0.0004257415256161404,,2.142857142856114e-05,3,False
28a9227d4e8acf492ebaaf98efb8f0062517d1b976a8831fc5e669992b15c396,2,D41_A341;D42_A341,2,D41;D42,1,A341,1,1,1,True,True,True,True,False,D41_A341,1,0,RESOLVED_INDEX_GRAPH,0.0004702061771843149,0.0004702061771843149,,1.1714285714226058e-05,4,False
29a2ecfcdfd9cdf3c66166f3dd98b04e1cfa53d3aebb832bb75e2cf9bcce9e63,2,D32_A185;D32_A186,1,D32,2,A185;A186,1,2,2,False,True,True,True,False,D32_A185,1,0,RESOLVED_INDEX_GRAPH,0.0007390180541556204,0.0007390180541556204,,0.0025479999999999947,10,False
2a029f417cdba64eee1572b58a51805240cb5cbf09505824283bdd14ce16e8c9,2,D153_A185;D153_A186,1,D153,2,A185;A186,1,2,2,False,True,True,True,False,D153_A185,1,0,RESOLVED_INDEX_GRAPH,0.0005736924835447493,0.0005736924835447493,,0.00023685714285714976,11,False
2a9ca455e456caf3d7b5c3a8e88a038d99719927a0c9d83f74b42bea3d7a96b2,2,D92_A13;D92_A14,1,D92,2,A13;A14,1,1,1,True,True,True,True,False,D92_A13,1,0,RESOLVED_INDEX_GRAPH,7.781804086348936e-07,7.781804086348936e-07,,0.0,0,True
2b249cc51c79a874be8e408b2a2a277199082987be38de3543c4fb938a520e61,2,D1_A182;D1_A187,1,D1,2,A182;A187,1,2,2,False,True,True,True,False,D1_A182,1,0,RESOLVED_INDEX_GRAPH,0.00013713810633257076,0.00013713810633257076,,1.6285714285690922e-05,1,False
2b3eadaf164a6f93c40ae979cbf4db8d63d23329ceabf783b473e713e704505c,2,D5_A182;D5_A187,1,D5,2,A182;A187,1,2,2,False,True,True,True,False,D5_A182,1,0,RESOLVED_INDEX_GRAPH,7.277799919813972e-07,7.277799919813972e-07,,2.8571428578594293e-07,0,False
2b6378e1bb445e5c4d59de1800463943f821a0dc990d7a19fe6d95d1ee752eb4,3,D41_A23;D41_A30;D42_A30,2,D41;D42,2,A23;A30,1,2,2,False,True,True,True,False,D41_A23,2,0,RESOLVED_INDEX_GRAPH,0.0007741754289212491,0.0016387643328424262,,5.142857142859114e-05,8,False
2bbbe4b1381215e8bc54604370cf7b027f37eaaed3df16d57038f7e4b013a9ae,2,D95_A23;D95_A30,1,D95,2,A23;A30,1,2,2,False,True,True,True,False,D95_A23,1,0,RESOLVED_INDEX_GRAPH,0.0004415786343744547,0.0004415786343744547,,0.00022542857142859862,8,False
2c4a5daff8bc2c0fe1a54ef2b48cda03ada833049105f6aa340752148ded609a,2,D86_A23;D86_A30,1,D86,2,A23;A30,1,2,2,False,True,True,True,False,D86_A23,1,0,RESOLVED_INDEX_GRAPH,0.00030682690974487265,0.00030682690974487265,,8.914285714278769e-05,4,False
2c66308888e92641c45fa59fa3cb7c651985d0c159b56436185187374f72d6f1,2,D144_A23;D144_A30,1,D144,2,A23;A30,1,2,2,False,True,True,True,False,D144_A23,1,0,RESOLVED_INDEX_GRAPH,6.848771479947857e-07,6.848771479947857e-07,,5.714285714608636e-07,0,False
2d0b17964d37a95de0e198cf215a21d51575ed257089accf4a35b47097c4bfe7,2,D11_A274;D11_A277,1,D11,2,A274;A277,1,1,1,True,True,True,True,False,D11_A274,1,0,RESOLVED_INDEX_GRAPH,0.0024537862814491044,0.0024537862814491044,,0.001359714285714242,12,False
2d27dacfc5bce6c1c7d21639039cd0c78d117b0287346517548e2ca4830018e3,2,D126_A23;D126_A30,1,D126,2,A23;A30,1,2,2,False,True,True,True,False,D126_A23,1,0,RESOLVED_INDEX_GRAPH,0.0005481401305615043,0.0005481401305615043,,2.8000000000028002e-05,8,False
2e762c04cd9a597a6ecfe4038f0b446add9c6bf54e387682ec5f58cfb153efda,2,D119_A182;D119_A187,1,D119,2,A182;A187,1,2,2,False,True,True,True,False,D119_A182,1,0,RESOLVED_INDEX_GRAPH,0.44119232266770225,0.44119232266770225,,0.02119257142857134,20,False
2f36405c687100526fe01a9bef393f7ac8817c30aac1d5de6613dda2364bda68,2,D52_A147;D53_A147,2,D52;D53,1,A147,2,1,2,False,True,True,True,False,D52_A147,1,0,RESOLVED_INDEX_GRAPH,0.0011773058034117996,0.0011773058034117996,,0.00012857142857136683,11,False
2f73ed554a0fc5ee47014efb984ba09fc7ccc173a02c64a2b54e5fbfe63332e5,2,D159_A185;D159_A186,1,D159,2,A185;A186,1,2,2,False,True,True,True,False,D159_A185,1,0,RESOLVED_INDEX_GRAPH,1.6387203989219083,1.6387203989219083,,0.0021091428571429205,19,False
2f87d80036d7c320a31ce4fee797333e69c0bd1e29b27ff190077750a6ac7876,2,D41_A375;D42_A375,2,D41;D42,1,A375,1,1,1,True,True,True,True,False,D41_A375,1,0,RESOLVED_INDEX_GRAPH,0.0003352374872605596,0.0003352374872605596,,5.314285714286271e-05,3,False
2fa674bf323947c3df8d760f767a4ea6ba7ec199251c1559b9e8f8305e9cdb19,2,D11_A185;D11_A186,1,D11,2,A185;A186,1,2,2,False,True,True,True,False,D11_A185,1,0,RESOLVED_INDEX_GRAPH,8.795119478506602e-06,8.795119478506602e-06,,5.714285713498413e-07,0,False
31f11c6c43187e4aeedb788d312fbce9c3af37f8304fe6f64ae236589a6da618,2,D52_A141;D53_A141,2,D52;D53,1,A141,2,1,2,False,True,True,True,False,D52_A141,1,0,RESOLVED_INDEX_GRAPH,0.0047024025996479065,0.0047024025996479065,,0.00024857142857143133,10,False
322c37f2a651a6ff683db6ce91bbbde351877bd0f91fe7a6eab4d217ab40a59e,2,D47_A23;D47_A30,1,D47,2,A23;A30,1,2,2,False,True,True,True,False,D47_A23,1,0,RESOLVED_INDEX_GRAPH,0.0003430802038513416,0.0003430802038513416,,5.399999999988747e-05,2,False
329c7bda034f0cf7744dea55471d788c7dd05f18620c784d8eb32b6b79403ed3,2,D13_A274;D13_A277,1,D13,2,A274;A277,1,1,1,True,True,True,True,False,D13_A274,1,0,RESOLVED_INDEX_GRAPH,0.0006607331759367538,0.0006607331759367538,,0.00017942857142860813,6,False
3484fd9a4c73f30e360f526eb3118976a34c24147c8e574008fb648be159e472,2,D78_A13;D78_A14,1,D78,2,A13;A14,1,1,1,True,True,True,True,False,D78_A13,1,0,RESOLVED_INDEX_GRAPH,0.002328796445927053,0.002328796445927053,,0.010876857142857133,12,False
349c4bdb36afc3f8b1ac11a835c5e9142023a7842bf351b2d8324b92b17cb9f6,2,D29_A182;D29_A187,1,D29,2,A182;A187,1,2,2,False,True,True,True,False,D29_A182,1,0,RESOLVED_INDEX_GRAPH,0.0011236482162051249,0.0011236482162051249,,0.001239428571428669,13,False
356e208d8907f93ba3aa77d906b0a563b966ef48d03c7e6b2b1f237cce656eba,2,D52_A171;D53_A171,2,D52;D53,1,A171,2,1,2,False,True,True,True,False,D52_A171,1,0,RESOLVED_INDEX_GRAPH,9.035930468568939,9.035930468568939,,0.0846068571428572,16,False
360a41034227ee9aa9e4ec43514f5beaaabc204b314002c443dac0e4bd49bf19,2,D164_A13;D164_A14,1,D164,2,A13;A14,1,1,1,True,True,True,True,False,D164_A13,1,0,RESOLVED_INDEX_GRAPH,0.0006080010431374972,0.0006080010431374972,,1.7714285714398592e-05,2,False
36b415584ad3799e472716ea4ee76ca981be7334171a212c8091f3943318e10f,2,D41_A141;D42_A141,2,D41;D42,1,A141,1,1,1,True,True,True,True,False,D41_A141,1,0,RESOLVED_INDEX_GRAPH,0.008994972913262067,0.008994972913262067,,0.0013319999999999999,17,False
36c45d958796756afe7224df3341bc0545202fc69a98e5a338caea385c7f1f34,2,D41_A20;D42_A20,2,D41;D42,1,A20,1,1,1,True,True,True,True,False,D41_A20,1,0,RESOLVED_INDEX_GRAPH,0.0017217625267808867,0.0017217625267808867,,0.003338571428571413,12,False
36cb918fe2bb55aaf4ab33fe5d24d487297d0aa2471458f4b7ec7c9e84f48408,2,D41_A379;D42_A379,2,D41;D42,1,A379,1,1,1,True,True,True,True,False,D41_A379,1,0,RESOLVED_INDEX_GRAPH,0.0011472182685689726,0.0011472182685689726,,0.0012528571428571667,10,False
36e8476416ae26c03a071eb4880f9aa8863ddb1f2efecaf172ca89dd8554f210,2,D41_A350;D42_A350,2,D41;D42,1,A350,1,1,1,True,True,True,True,False,D41_A350,1,0,RESOLVED_INDEX_GRAPH,0.0008279362855406006,0.0008279362855406006,,9.342857142857763e-05,6,False
37b9b103c3dad7b676ab8319c7100f2cbc834f8ddaf797073f196d7371c3d41f,2,D19_A185;D19_A186,1,D19,2,A185;A186,1,2,2,False,True,True,True,False,D19_A185,1,0,RESOLVED_INDEX_GRAPH,3.3096660039309263e-06,3.3096660039309263e-06,,2.8571428578594293e-07,0,False
37cb05664518bfa205835b88ff85480f922c9a5a4364533ddd795346c1023785,2,D52_A165;D53_A165,2,D52;D53,1,A165,2,1,2,False,True,True,True,False,D52_A165,1,0,RESOLVED_INDEX_GRAPH,0.011885554881367113,0.011885554881367113,,0.02871114285714288,14,False
37e57362067a7b59aa1baadb0d51e518c36bdee75d603560938939bd9fcdbc3f,2,D58_A23;D58_A30,1,D58,2,A23;A30,1,2,2,False,True,True,True,False,D58_A23,1,0,RESOLVED_INDEX_GRAPH,0.0007714153483021228,0.0007714153483021228,,1.8285714285748433e-05,6,False
3861a85019c882a1ba9d526ab5c6715b1fa0fcf35be6dc9aa350ea8a0242ad94,2,D43_A23;D43_A30,1,D43,2,A23;A30,1,2,2,False,True,True,True,False,D43_A23,1,0,RESOLVED_INDEX_GRAPH,0.0006387095058581091,0.0006387095058581091,,0.00018428571428574791,6,False
39a24d9c1cdf391e573de692df1fce36256b988c727a96ec2b270cfa4e77778d,2,D52_A188;D53_A188,2,D52;D53,1,A188,2,1,2,False,True,True,True,False,D52_A188,1,0,RESOLVED_INDEX_GRAPH,0.0012271683220905513,0.0012271683220905513,,0.00048285714285717374,11,False
3abce04b453cb1c7bab7864d628bd2260bac65adff29d359660ed36fad902fe1,2,D152_A185;D152_A186,1,D152,2,A185;A186,1,2,2,False,True,True,True,False,D152_A185,1,0,RESOLVED_INDEX_GRAPH,0.0004151526154106981,0.0004151526154106981,,4.2571428571447356e-05,6,False
3ae738d22e774436a94a818422d2f3e7cc9e1015733488eb4d80bc3d7806c45d,2,D41_A6;D42_A6,2,D41;D42,1,A6,1,1,1,True,True,True,True,False,D41_A6,1,0,RESOLVED_INDEX_GRAPH,0.00019110109659004995,0.00019110109659004995,,3.342857142851763e-05,4,False
3b2b8e4b3cebb3249766e90dd9c4c1bb0e916db94e8ea7efadc35eb53ea82f11,2,D97_A23;D97_A30,1,D97,2,A23;A30,1,2,2,False,True,True,True,False,D97_A23,1,0,RESOLVED_INDEX_GRAPH,0.001272303258503705,0.001272303258503705,,0.0025517142857142128,12,False
3be16584902261bacadedf0da89c3f5e3bdc883a193e93bfcb3f10c3cbe5a0f3,2,D52_A332;D53_A332,2,D52;D53,1,A332,2,1,2,False,True,True,True,False,D52_A332,1,0,RESOLVED_INDEX_GRAPH,0.008970518493156323,0.008970518493156323,,0.0011925714285714317,13,False
3be9018278cca99278893928a2f1a9b2b663cf896021c7e119e9c1f487a9af0d,2,D89_A13;D89_A14,1,D89,2,A13;A14,1,1,1,True,True,True,True,False,D89_A13,1,0,RESOLVED_INDEX_GRAPH,0.0003573626316256308,0.0003573626316256308,,0.0,1,False
3beb07bb7bd4f3ccaf23db093bec8fd2305925178ea20834b465f551cc606146,2,D41_A230;D42_A230,2,D41;D42,1,A230,1,1,1,True,True,True,True,False,D41_A230,1,0,RESOLVED_INDEX_GRAPH,0.4755731312212776,0.4755731312212776,,0.0036914285714286788,20,False
3c6d19271690ba2b143f1004f735315b1ac6420675c158db0f1c293fe1cbf04b,2,D66_A13;D66_A14,1,D66,2,A13;A14,1,1,1,True,True,True,True,False,D66_A13,1,0,RESOLVED_INDEX_GRAPH,0.0008845170975235672,0.0008845170975235672,,3.7142857143290797e-06,5,False
3c835a86d874a224c230b15c1fe2be5c442956683f1aff8a3a4d2e358d29fae2,2,D61_A182;D61_A187,1,D61,2,A182;A187,1,2,2,False,True,True,True,False,D61_A182,1,0,RESOLVED_INDEX_GRAPH,0.40289182701099135,0.40289182701099135,,0.013665714285714281,20,False
3d4cfd4b79c1c0204d63f3437ae267e52e2d6f0eb30e75ece4cf7b97f1e2543a,2,D15_A274;D15_A277,1,D15,2,A274;A277,1,1,1,True,True,True,True,False,D15_A274,1,0,RESOLVED_INDEX_GRAPH,0.0012564632439384933,0.0012564632439384933,,0.0004308571428570662,10,False
3e898edbcec5e958a96689c859429181eb71f1328d050d3dcbf46fc06fde1677,2,D23_A182;D23_A187,1,D23,2,A182;A187,1,2,2,False,True,True,True,False,D23_A182,1,0,RESOLVED_INDEX_GRAPH,9.250745050562804e-07,9.250745050562804e-07,,5.714285714053524e-07,0,False
3e92da07fe6d4c16be7e22b5b6299490f9169fdbb0736674ece26762e3fd7cd6,2,D52_A328;D53_A328,2,D52;D53,1,A328,2,1,2,False,True,True,True,False,D52_A328,1,0,RESOLVED_INDEX_GRAPH,0.0036976266245081412,0.0036976266245081412,,0.0036828571428571544,12,False
3ee0e44297e66c0ecc2ebad975b6337473e88adad9d2c1bd9f06a79039e631ae,2,D41_A170;D42_A170,2,D41;D42,1,A170,1,1,1,True,True,True,True,False,D41_A170,1,0,RESOLVED_INDEX_GRAPH,0.0004750744446693488,0.0004750744446693488,,2.8000000000028002e-05,7,False
3f9e34ba0329b331da2e1eec379aea8a6086e52d53a2a1b7030d00b984f79a3e,2,D52_A181;D53_A181,2,D52;D53,1,A181,2,1,2,False,True,True,True,False,D52_A181,1,0,RESOLVED_INDEX_GRAPH,0.004089653385032713,0.004089653385032713,,0.004740285714285697,15,False
3fa8311564030138800de7529c76f4df6e293cdd3917ad274bf99ccdffed43bc,2,D41_A227;D42_A227,2,D41;D42,1,A227,1,1,1,True,True,True,True,False,D41_A227,1,0,RESOLVED_INDEX_GRAPH,0.002522528267370265,0.002522528267370265,,0.001683714285714455,12,False
3fd7bc8e7fcbaf3780b88418b2978ac4613d36e157367abbe7b067bcf0feb8be,2,D33_A274;D33_A277,1,D33,2,A274;A277,1,1,1,True,True,True,True,False,D33_A274,1,0,RESOLVED_INDEX_GRAPH,0.0007462414431449738,0.0007462414431449738,,0.00012685714285709526,11,False
3ffafb702ecc181c27ee98ce25f956c1cdd840ce5eb82c014f5ead0256443f32,2,D93_A13;D93_A14,1,D93,2,A13;A14,1,1,1,True,True,True,True,False,D93_A13,1,0,RESOLVED_INDEX_GRAPH,0.004394704766630803,0.004394704766630803,,0.0002802857142857329,9,False
403a7e233335b481aba02bfdeeaef08a8dddfca548de41d96886ff184a8e3a6c,2,D52_A275;D53_A275,2,D52;D53,1,A275,2,1,2,False,True,True,True,False,D52_A275,1,0,RESOLVED_INDEX_GRAPH,1.1282246194556267,1.1282246194556267,,0.019341142857142835,20,False
