entity_type,entity_group_id_v1,record_count
acceptor_structure,23292f1d570f14576c8f4c361c9cc6a4b675e7798aa733386fe7d2b8dc5761da,32
acceptor_structure,232f1bf99fc0a2d4824e3bae351a526bde0faa85a7a6f81c3680b615cbf8bedc,23
acceptor_structure,2393e1809e6a7615cf7ac5ba4234faf707954fc32054935928e9ccae175e9325,26
acceptor_structure,23bced60aee76f0d0981cc74eb8e17e5c42a4dbbdb2bd38e5463521c6487766e,56
acceptor_structure,248d6d17ffa5835ccd39982dcc55253263ad4d2486d449e4f8e4f55f0e43fa16,10
acceptor_structure,25f0ad6c06f653fab24014e15fd19d600b41a20949543fce9a4b696a2e54ac3c,30
acceptor_structure,2776c39e789044b590a2fc32a27de4d30ea8e55355e57459f96fd0bafedff5e8,25
acceptor_structure,286f95921f7742b2000e4871cf5028119b78ae84d532ef116ae9b98064ec6978,33
acceptor_structure,28a743fd813b23baf7173e27c9e4657d3960f032156fe00c56f81496b4710f36,63
acceptor_structure,2b4ecfcdf6fe372363bb3ffa81fab6f79b0a81977b1a094a63add8eb73e465f7,61
acceptor_structure,2bef3500432a12f6a5fb3acd3600246072651f20441a8075930e07c1dd20ce1d,35
acceptor_structure,2dae04c4fff943d970cc03fb8c19af5c49dab560ba19e325088795397fa77585,35
acceptor_structure,2dc0993773c923b5d74b14e80a27311322af4d92b146f287b10b00cbff48442d,23
acceptor_structure,2f28e87bc47a082508360d9c7629cf1a3cfc153383362e9066a0f404e6037238,28
acceptor_structure,307aa9576d8e71ff50ce6d7e862db773b6efb4b11f00183cfd1348dfd5b49bb0,43
acceptor_structure,30f082cccecbd2144c2ed67bee1e77b41a9bdcff8d1196dd48a9ab42f27b1bb1,68
acceptor_structure,3189044e06bc8ea97844c0b1fb08051be37b3fc2f2cf1616721d617361c66618,22
acceptor_structure,332a4dbaf8abdf7c07b1b83002efd6dbe8f093f0ff2df2ebbc2311f8bc3303b8,68
acceptor_structure,332cb0e67dbda2a3e609a96db55aa68c8dfe7986f6657efc767c5d576db78651,58
acceptor_structure,345a9b73f9ca9c5974173a7e300a09249aa3e2f9a37c3e9b09dd4d1ea372eed1,57
acceptor_structure,346542feaddf5ed7ab4bed82303f379d0933755a17195ca40f8613a39091bb84,14
acceptor_structure,34b36ae290999242292353a74762a793dbf188f7d88ca1d4b4f8a7d977ffca5c,70
acceptor_structure,352316632f05e0daee1a1ec1c50ba9a70e7345788a8b935e6ac9c998480b9f42,29
acceptor_structure,37b8e9b6ece1a91e620b59be7c2ecc543da8b835244409fc611d8572e9603983,21
acceptor_structure,37c57736043ba6902acc17fb92f905c930eb82a7d6224699b73c11ea990d1ad6,64
acceptor_structure,382d292154b7d537ab6d16c25af40bf8f3763be86a0866638607f670403033e2,93
acceptor_structure,38cb1dc1b47c51cfcaff0e476de79588da1520504494da20612fb6e653252c8f,97
acceptor_structure,39ad1462d8765944cb064dd9ac68aad6722ffcf861c96f02991badf0fc88b8c2,28
acceptor_structure,39ff0807d12ccde5687b8040f40c1986317a6a223fc3fbb6e741dd249a48bcda,39
acceptor_structure,3ab0dc8e1430cd0692ceb594a1ff02ae7ac8705b73fa24130e5dce1c1cb5a001,92
acceptor_structure,3bb905b92fbec243e9efefe1827ad9689cf925e633638246df62c70f0c7bfb72,90
acceptor_structure,3c0bab06e3a2cc2d72ae73c8afd19a4b6145787f85f0a7aa83e753f6bddb5e41,20
acceptor_structure,3d0186e497f8385e03868441c8be3804fdda5ec07350770869fac68815b87f74,24
acceptor_structure,3d73d96407bedc18250eaf10f81085e49ac4fc71222052816d8981f9bc76eb32,32
acceptor_structure,3d8bd657ea9c356defefe91be216265faf8ed6ad4f0164553ac7e8eb21779395,72
acceptor_structure,3e0b4440a0537c48b1f7ce3d2556c08339106f0598ed1122851c8c791b900426,34
acceptor_structure,3e5826cf096f7719871561adfb8900f200f0560cfad0f299563c8f68efbc0349,33
acceptor_structure,3e6af9152aa4875cb63ab287f0dc084afeddb29061d969fd58ffd8111b3a6c8c,16
acceptor_structure,3e72bc89ce3e6b3ba1280e476d25c44aeef828efbc10cdf0417c031cf0af2e28,19
acceptor_structure,3eacdcfb47928608c72006ed6f5171e88f463a5a79af4dc41d6d5aaebdd1b9bf,21
acceptor_structure,4144cd40414000b994ae5325a35a910db41c0cb3e8eb0ca92aedb3740281c7f9,34
acceptor_structure,417637f7e64dad137c28a3ffe55d13daaa72ba8e5d02afcd47b045cfae07e80f,70
acceptor_structure,41a72538dd0a5556f65962f528b91d136aab777803cb89421b9d85f64c5455c5,31
acceptor_structure,41bc1bf50f7377b12ba6cf9137851d984a68ebf387d57372262f407ae8965b53,38
acceptor_structure,41df84b4087a39b6b97e8a5c67e93e264a55093166b205e08292bdbd1bc1e346,83
acceptor_structure,422a5a5994ed1952b90a5ba2775006c1ad1b3d80e9e6b7bc41fabb3aedf0cdd3,17
acceptor_structure,423c4f65ce3235948fec9f9c471b61730171e2ddf194e35c480fd8c92ce78856,22
acceptor_structure,429940d133fe4fc055149e4a977a63d9317d0def241d8090fd89843da928a686,21
acceptor_structure,433b00a5716db7647cb15809de259bf147319dc75aef31aae68c0e276d11c76b,36
acceptor_structure,4372b6b5398a3530ddec940fd75b01b948aa41760eedd407da26bb93b9b0e484,62
acceptor_structure,4455e1958fdb09e669574b66d749384dc9089fea081d2f0bc9cb333728b8b43a,61
acceptor_structure,44c1c3aa7277f48158bb07aacd19240c38fdef3d8b96b5765c0bf8a186a8fc8e,61
acceptor_structure,45cbe8416c65feeb07701ef2df85df150230555b04523bd4353a147e26fbb448,67
acceptor_structure,468022d924c6678d84b86fbbcade5b19db82a85c157aa67012aa0ec0c71d05bf,58
acceptor_structure,4795f81a1369238ceb65c9695a9128bcbb409b5f7870d03de96ce6fb393cfb0d,24
acceptor_structure,47c3b9fafdcce38abafc5e64fc02f3d3db8139929b12ce47e830b7550158db98,30
acceptor_structure,481423409755d715bcc44569ab1371eea37ae06ee8da76d1ad5c8c266e2894d9,28
acceptor_structure,49243d687063af40b12d6ae65877c07ad3bc8fcabaa964f360656e809db1711a,62
acceptor_structure,4a60a0def58654dff31a8c5f96a9c70d661eaef47f1a9f3b41283a41a381e222,68
acceptor_structure,4b24a55b38171e8378a364d28167f2299ba21ad37dd9b298101636816d3ae1d1,26
acceptor_structure,4b784f858742f5b9ca389587e660d460ce1dac844fc8a101a03a0ced784bc78b,23
acceptor_structure,4c4f69095b077edd23b45f71f15a06a48753c17b3427fc22e4ae288fd29e0ad9,23
acceptor_structure,4c57abf529d58f336932d156616e0fbd198426876f0aca6de27ff342fb184d66,45
acceptor_structure,4d0621d5a4e94c0a5f86a980de419e6f19a2948fe86563a6fbe503c7d55e3612,61
acceptor_structure,4e25fc75f6b4141f06d332e334ce3cc18885ef1764c86461e7c4feff2ccdf0ee,7
