structure_group_id_v1,structure_group_size,target,target_role,non_null_count,meaningful_tolerance,min,max,range,mean,std_population,maximum_absolute_deviation,exact_consistency,allclose_consistency,meaningful_disagreement
329c7bda034f0cf7744dea55471d788c7dd05f18620c784d8eb32b6b79403ed3,2,tddft_transition_dipole_au,secondary,2,0.0001,5.689530937449458,5.690150697911641,0.0006197604621833719,5.689840817680549,0.00030988023109168594,0.00030988023109213003,False,False,True
329c7bda034f0cf7744dea55471d788c7dd05f18620c784d8eb32b6b79403ed3,2,tddft_coulomb_attraction_au,secondary,2,1e-05,0.113122,0.113145,2.2999999999995246e-05,0.1131335,1.1499999999997623e-05,1.1499999999997623e-05,False,False,True
329c7bda034f0cf7744dea55471d788c7dd05f18620c784d8eb32b6b79403ed3,2,tddft_coulomb_attraction_eV,secondary,2,0.001,3.078209,3.078837,0.0006279999999998509,3.078523,0.00031399999999992545,0.00031399999999992545,False,False,False
329c7bda034f0cf7744dea55471d788c7dd05f18620c784d8eb32b6b79403ed3,2,tddft_Sm,secondary,2,1e-05,0.59458,0.59463,4.999999999999449e-05,0.594605,2.4999999999997247e-05,2.5000000000052758e-05,False,False,True
329c7bda034f0cf7744dea55471d788c7dd05f18620c784d8eb32b6b79403ed3,2,tddft_Sr,secondary,2,1e-05,0.84904,0.84912,7.999999999996898e-05,0.8490800000000001,3.999999999998449e-05,4.0000000000040004e-05,False,False,True
329c7bda034f0cf7744dea55471d788c7dd05f18620c784d8eb32b6b79403ed3,2,tddft_D_index_angstrom,secondary,2,0.001,0.15,0.15,0.0,0.15,0.0,0.0,True,True,False
329c7bda034f0cf7744dea55471d788c7dd05f18620c784d8eb32b6b79403ed3,2,tddft_H_CT_angstrom,secondary,2,0.001,1.791,1.799,0.008000000000000007,1.795,0.0040000000000000036,0.0040000000000000036,False,False,True
329c7bda034f0cf7744dea55471d788c7dd05f18620c784d8eb32b6b79403ed3,2,tddft_t_index_angstrom,secondary,2,0.001,-1.649,-1.641,0.008000000000000007,-1.645,0.0040000000000000036,0.0040000000000000036,False,False,True
329c7bda034f0cf7744dea55471d788c7dd05f18620c784d8eb32b6b79403ed3,2,tddft_HDI,secondary,2,0.001,5.91,5.91,0.0,5.91,0.0,0.0,True,True,False
329c7bda034f0cf7744dea55471d788c7dd05f18620c784d8eb32b6b79403ed3,2,tddft_EDI,secondary,2,0.001,4.98,4.98,0.0,4.98,0.0,0.0,True,True,False
329c7bda034f0cf7744dea55471d788c7dd05f18620c784d8eb32b6b79403ed3,2,tddft_Q_D_to_A_au,secondary,2,1e-05,-0.008369,-0.008369,0.0,-0.008369,0.0,0.0,True,True,False
329c7bda034f0cf7744dea55471d788c7dd05f18620c784d8eb32b6b79403ed3,2,tddft_dipole_change_norm_au,secondary,2,0.001,0.283027,0.283343,0.00031600000000003847,0.283185,0.00015800000000001924,0.000158000000000047,False,False,False
329c7bda034f0cf7744dea55471d788c7dd05f18620c784d8eb32b6b79403ed3,2,tddft_hole_on_donor_fraction,masked_auxiliary,0,1e-05,,,,,,,False,False,False
329c7bda034f0cf7744dea55471d788c7dd05f18620c784d8eb32b6b79403ed3,2,tddft_hole_on_acceptor_fraction,masked_auxiliary,0,1e-05,,,,,,,False,False,False
329c7bda034f0cf7744dea55471d788c7dd05f18620c784d8eb32b6b79403ed3,2,tddft_electron_on_donor_fraction,masked_auxiliary,0,1e-05,,,,,,,False,False,False
329c7bda034f0cf7744dea55471d788c7dd05f18620c784d8eb32b6b79403ed3,2,tddft_electron_on_acceptor_fraction,masked_auxiliary,0,1e-05,,,,,,,False,False,False
3484fd9a4c73f30e360f526eb3118976a34c24147c8e574008fb648be159e472,2,tddft_coulomb_attraction_eV_eps3p5_proxy,primary,2,0.001,0.7344494285714286,0.7453262857142857,0.010876857142857133,0.7398878571428571,0.005438428571428566,0.005438428571428622,False,False,True
3484fd9a4c73f30e360f526eb3118976a34c24147c8e574008fb648be159e472,2,tddft_excitation_energy_ev,secondary,2,0.001,2.7743,2.7743,0.0,2.7743,0.0,0.0,True,True,False
3484fd9a4c73f30e360f526eb3118976a34c24147c8e574008fb648be159e472,2,tddft_wavelength_nm,secondary,2,0.1,446.9,446.9,0.0,446.9,0.0,0.0,True,True,False
3484fd9a4c73f30e360f526eb3118976a34c24147c8e574008fb648be159e472,2,tddft_oscillator_strength,secondary,2,0.0001,2.49,2.4902,0.00019999999999997797,2.4901,9.999999999998899e-05,0.00010000000000021103,False,False,True
3484fd9a4c73f30e360f526eb3118976a34c24147c8e574008fb648be159e472,2,tddft_transition_dipole_au,secondary,2,0.0001,6.321736863079896,6.322418523295607,0.0006816602157106999,6.322077693187751,0.00034083010785534995,0.00034083010785579404,False,False,True
3484fd9a4c73f30e360f526eb3118976a34c24147c8e574008fb648be159e472,2,tddft_coulomb_attraction_au,secondary,2,1e-05,0.094467,0.095866,0.0013990000000000113,0.0951665,0.0006995000000000057,0.0006995000000000057,False,False,True
3484fd9a4c73f30e360f526eb3118976a34c24147c8e574008fb648be159e472,2,tddft_coulomb_attraction_eV,secondary,2,0.001,2.570573,2.608642,0.03806900000000013,2.5896075,0.019034500000000065,0.019034500000000065,False,False,True
3484fd9a4c73f30e360f526eb3118976a34c24147c8e574008fb648be159e472,2,tddft_Sm,secondary,2,1e-05,0.43832,0.44409,0.005769999999999997,0.44120499999999996,0.0028849999999999987,0.0028850000000000264,False,False,True
3484fd9a4c73f30e360f526eb3118976a34c24147c8e574008fb648be159e472,2,tddft_Sr,secondary,2,1e-05,0.72151,0.72902,0.007510000000000017,0.725265,0.0037550000000000083,0.003755000000000064,False,False,True
3484fd9a4c73f30e360f526eb3118976a34c24147c8e574008fb648be159e472,2,tddft_D_index_angstrom,secondary,2,0.001,2.834,2.846,0.01200000000000001,2.84,0.006000000000000005,0.006000000000000227,False,False,True
3484fd9a4c73f30e360f526eb3118976a34c24147c8e574008fb648be159e472,2,tddft_H_CT_angstrom,secondary,2,0.001,6.721,6.724,0.0030000000000001137,6.7225,0.0015000000000000568,0.0015000000000000568,False,False,True
3484fd9a4c73f30e360f526eb3118976a34c24147c8e574008fb648be159e472,2,tddft_t_index_angstrom,secondary,2,0.001,-3.887,-3.878,0.008999999999999897,-3.8825000000000003,0.0044999999999999485,0.0045000000000001705,False,False,True
3484fd9a4c73f30e360f526eb3118976a34c24147c8e574008fb648be159e472,2,tddft_HDI,secondary,2,0.001,4.46,4.48,0.020000000000000462,4.470000000000001,0.010000000000000231,0.010000000000000675,False,False,True
3484fd9a4c73f30e360f526eb3118976a34c24147c8e574008fb648be159e472,2,tddft_EDI,secondary,2,0.001,4.68,4.68,0.0,4.68,0.0,0.0,True,True,False
3484fd9a4c73f30e360f526eb3118976a34c24147c8e574008fb648be159e472,2,tddft_Q_D_to_A_au,secondary,2,1e-05,-0.003976,-0.003976,0.0,-0.003976,0.0,0.0,True,True,False
3484fd9a4c73f30e360f526eb3118976a34c24147c8e574008fb648be159e472,2,tddft_dipole_change_norm_au,secondary,2,0.001,5.170169,5.232049,0.06188000000000038,5.201109,0.03094000000000019,0.03094000000000019,False,False,True
3484fd9a4c73f30e360f526eb3118976a34c24147c8e574008fb648be159e472,2,tddft_hole_on_donor_fraction,masked_auxiliary,0,1e-05,,,,,,,False,False,False
3484fd9a4c73f30e360f526eb3118976a34c24147c8e574008fb648be159e472,2,tddft_hole_on_acceptor_fraction,masked_auxiliary,0,1e-05,,,,,,,False,False,False
3484fd9a4c73f30e360f526eb3118976a34c24147c8e574008fb648be159e472,2,tddft_electron_on_donor_fraction,masked_auxiliary,0,1e-05,,,,,,,False,False,False
3484fd9a4c73f30e360f526eb3118976a34c24147c8e574008fb648be159e472,2,tddft_electron_on_acceptor_fraction,masked_auxiliary,0,1e-05,,,,,,,False,False,False
349c4bdb36afc3f8b1ac11a835c5e9142023a7842bf351b2d8324b92b17cb9f6,2,tddft_coulomb_attraction_eV_eps3p5_proxy,primary,2,0.001,0.7158525714285714,0.7170920000000001,0.001239428571428669,0.7164722857142858,0.0006197142857143345,0.00061971428571439,False,False,True
349c4bdb36afc3f8b1ac11a835c5e9142023a7842bf351b2d8324b92b17cb9f6,2,tddft_excitation_energy_ev,secondary,2,0.001,2.3121,2.3121,0.0,2.3121,0.0,0.0,True,True,False
349c4bdb36afc3f8b1ac11a835c5e9142023a7842bf351b2d8324b92b17cb9f6,2,tddft_wavelength_nm,secondary,2,0.1,536.23,536.24,0.009999999999990905,536.235,0.0049999999999954525,0.0049999999999954525,False,False,False
349c4bdb36afc3f8b1ac11a835c5e9142023a7842bf351b2d8324b92b17cb9f6,2,tddft_oscillator_strength,secondary,2,0.0001,0.4897,0.4897,0.0,0.4897,0.0,0.0,True,True,False
349c4bdb36afc3f8b1ac11a835c5e9142023a7842bf351b2d8324b92b17cb9f6,2,tddft_transition_dipole_au,secondary,2,0.0001,2.666688345661341,2.6673192198383866,0.0006308741770455484,2.667003782749864,0.0003154370885227742,0.0003154370885227742,False,False,True
349c4bdb36afc3f8b1ac11a835c5e9142023a7842bf351b2d8324b92b17cb9f6,2,tddft_coulomb_attraction_au,secondary,2,1e-05,0.092075,0.092234,0.00015899999999999248,0.0921545,7.949999999999624e-05,7.949999999999624e-05,False,False,True
349c4bdb36afc3f8b1ac11a835c5e9142023a7842bf351b2d8324b92b17cb9f6,2,tddft_coulomb_attraction_eV,secondary,2,0.001,2.505484,2.509822,0.004338000000000175,2.5076530000000004,0.0021690000000000875,0.0021690000000003096,False,False,True
349c4bdb36afc3f8b1ac11a835c5e9142023a7842bf351b2d8324b92b17cb9f6,2,tddft_Sm,secondary,2,1e-05,0.31328,0.31348,0.00019999999999997797,0.31338,9.999999999998899e-05,9.999999999998899e-05,False,False,True
349c4bdb36afc3f8b1ac11a835c5e9142023a7842bf351b2d8324b92b17cb9f6,2,tddft_Sr,secondary,2,1e-05,0.60618,0.60652,0.00033999999999989594,0.60635,0.00016999999999994797,0.00017000000000000348,False,False,True
349c4bdb36afc3f8b1ac11a835c5e9142023a7842bf351b2d8324b92b17cb9f6,2,tddft_D_index_angstrom,secondary,2,0.001,2.734,2.737,0.0030000000000001137,2.7355,0.0015000000000000568,0.0015000000000000568,False,False,True
349c4bdb36afc3f8b1ac11a835c5e9142023a7842bf351b2d8324b92b17cb9f6,2,tddft_H_CT_angstrom,secondary,2,0.001,4.546,4.551,0.004999999999999893,4.548500000000001,0.0024999999999999467,0.002500000000000391,False,False,True
349c4bdb36afc3f8b1ac11a835c5e9142023a7842bf351b2d8324b92b17cb9f6,2,tddft_t_index_angstrom,secondary,2,0.001,-1.815,-1.812,0.0029999999999998916,-1.8135,0.001499999999999946,0.0015000000000000568,False,False,True
349c4bdb36afc3f8b1ac11a835c5e9142023a7842bf351b2d8324b92b17cb9f6,2,tddft_HDI,secondary,2,0.001,4.9,4.9,0.0,4.9,0.0,0.0,True,True,False
349c4bdb36afc3f8b1ac11a835c5e9142023a7842bf351b2d8324b92b17cb9f6,2,tddft_EDI,secondary,2,0.001,6.9,6.92,0.019999999999999574,6.91,0.009999999999999787,0.009999999999999787,False,False,True
349c4bdb36afc3f8b1ac11a835c5e9142023a7842bf351b2d8324b92b17cb9f6,2,tddft_Q_D_to_A_au,secondary,2,1e-05,-0.004839,-0.004837,2.0000000000002655e-06,-0.004838,1.0000000000001327e-06,1.0000000000001327e-06,False,False,False
349c4bdb36afc3f8b1ac11a835c5e9142023a7842bf351b2d8324b92b17cb9f6,2,tddft_dipole_change_norm_au,secondary,2,0.001,5.216667,5.218719,0.0020519999999999428,5.217693000000001,0.0010259999999999714,0.0010260000000004155,False,False,True
349c4bdb36afc3f8b1ac11a835c5e9142023a7842bf351b2d8324b92b17cb9f6,2,tddft_hole_on_donor_fraction,masked_auxiliary,2,1e-05,0.6932923707117253,0.6934971838197642,0.00020481310803888153,0.6933947772657447,0.00010240655401944077,0.00010240655401949628,False,False,True
349c4bdb36afc3f8b1ac11a835c5e9142023a7842bf351b2d8324b92b17cb9f6,2,tddft_hole_on_acceptor_fraction,masked_auxiliary,2,1e-05,0.3065028161802355,0.30670762928827444,0.00020481310803893704,0.30660522273425495,0.00010240655401946852,0.00010240655401949628,False,False,True
349c4bdb36afc3f8b1ac11a835c5e9142023a7842bf351b2d8324b92b17cb9f6,2,tddft_electron_on_donor_fraction,masked_auxiliary,2,1e-05,0.9291250254945953,0.9291250254945953,0.0,0.9291250254945953,0.0,0.0,True,True,False
349c4bdb36afc3f8b1ac11a835c5e9142023a7842bf351b2d8324b92b17cb9f6,2,tddft_electron_on_acceptor_fraction,masked_auxiliary,2,1e-05,0.07087497450540486,0.07087497450540486,0.0,0.07087497450540486,0.0,0.0,True,True,False
356e208d8907f93ba3aa77d906b0a563b966ef48d03c7e6b2b1f237cce656eba,2,tddft_coulomb_attraction_eV_eps3p5_proxy,primary,2,0.001,0.253808,0.3384148571428572,0.0846068571428572,0.2961114285714286,0.0423034285714286,0.0423034285714286,False,False,True
356e208d8907f93ba3aa77d906b0a563b966ef48d03c7e6b2b1f237cce656eba,2,tddft_excitation_energy_ev,secondary,2,0.001,2.3242,2.5042,0.18000000000000016,2.4142,0.09000000000000008,0.0900000000000003,False,False,True
356e208d8907f93ba3aa77d906b0a563b966ef48d03c7e6b2b1f237cce656eba,2,tddft_wavelength_nm,secondary,2,0.1,495.1,533.45,38.35000000000002,514.2750000000001,19.17500000000001,19.175000000000068,False,False,True
356e208d8907f93ba3aa77d906b0a563b966ef48d03c7e6b2b1f237cce656eba,2,tddft_oscillator_strength,secondary,2,0.0001,0.6033,3.1588,2.5555,1.8810499999999999,1.27775,1.27775,False,False,True
356e208d8907f93ba3aa77d906b0a563b966ef48d03c7e6b2b1f237cce656eba,2,tddft_transition_dipole_au,secondary,2,0.0001,2.6153274580171044,2.792953863505858,0.17762640548875375,2.7041406607614813,0.08881320274437687,0.08881320274437687,False,False,True
356e208d8907f93ba3aa77d906b0a563b966ef48d03c7e6b2b1f237cce656eba,2,tddft_coulomb_attraction_au,secondary,2,1e-05,0.032645,0.043528,0.010882999999999997,0.038086499999999995,0.005441499999999998,0.005441500000000002,False,False,True
356e208d8907f93ba3aa77d906b0a563b966ef48d03c7e6b2b1f237cce656eba,2,tddft_coulomb_attraction_eV,secondary,2,0.001,0.888328,1.184452,0.29612400000000005,1.03639,0.14806200000000003,0.14806200000000014,False,False,True
356e208d8907f93ba3aa77d906b0a563b966ef48d03c7e6b2b1f237cce656eba,2,tddft_Sm,secondary,2,1e-05,0.27142,0.2923,0.02088000000000001,0.28186,0.010440000000000005,0.010440000000000005,False,False,True
356e208d8907f93ba3aa77d906b0a563b966ef48d03c7e6b2b1f237cce656eba,2,tddft_Sr,secondary,2,1e-05,0.56494,0.56504,9.999999999998899e-05,0.56499,4.999999999999449e-05,4.999999999999449e-05,False,False,True
356e208d8907f93ba3aa77d906b0a563b966ef48d03c7e6b2b1f237cce656eba,2,tddft_D_index_angstrom,secondary,2,0.001,6.956,18.579,11.623000000000001,12.7675,5.8115000000000006,5.8115000000000006,False,False,True
356e208d8907f93ba3aa77d906b0a563b966ef48d03c7e6b2b1f237cce656eba,2,tddft_H_CT_angstrom,secondary,2,0.001,6.933,10.121,3.1880000000000006,8.527000000000001,1.5940000000000003,1.5940000000000012,False,False,True
356e208d8907f93ba3aa77d906b0a563b966ef48d03c7e6b2b1f237cce656eba,2,tddft_t_index_angstrom,secondary,2,0.001,0.024,8.459,8.435,4.241499999999999,4.2175,4.2175,False,False,True
356e208d8907f93ba3aa77d906b0a563b966ef48d03c7e6b2b1f237cce656eba,2,tddft_HDI,secondary,2,0.001,2.78,3.25,0.4700000000000002,3.0149999999999997,0.2350000000000001,0.23500000000000032,False,False,True
356e208d8907f93ba3aa77d906b0a563b966ef48d03c7e6b2b1f237cce656eba,2,tddft_EDI,secondary,2,0.001,3.04,4.01,0.9699999999999998,3.525,0.4849999999999999,0.4849999999999999,False,False,True
356e208d8907f93ba3aa77d906b0a563b966ef48d03c7e6b2b1f237cce656eba,2,tddft_Q_D_to_A_au,secondary,2,1e-05,-0.002435,-0.002348,8.700000000000027e-05,-0.0023915,4.3500000000000136e-05,4.3500000000000136e-05,False,False,True
356e208d8907f93ba3aa77d906b0a563b966ef48d03c7e6b2b1f237cce656eba,2,tddft_dipole_change_norm_au,secondary,2,0.001,12.92879,36.356345,23.427554999999998,24.6425675,11.713777499999999,11.713777499999999,False,False,True
356e208d8907f93ba3aa77d906b0a563b966ef48d03c7e6b2b1f237cce656eba,2,tddft_hole_on_donor_fraction,masked_auxiliary,0,1e-05,,,,,,,False,False,False
356e208d8907f93ba3aa77d906b0a563b966ef48d03c7e6b2b1f237cce656eba,2,tddft_hole_on_acceptor_fraction,masked_auxiliary,0,1e-05,,,,,,,False,False,False
356e208d8907f93ba3aa77d906b0a563b966ef48d03c7e6b2b1f237cce656eba,2,tddft_electron_on_donor_fraction,masked_auxiliary,0,1e-05,,,,,,,False,False,False
356e208d8907f93ba3aa77d906b0a563b966ef48d03c7e6b2b1f237cce656eba,2,tddft_electron_on_acceptor_fraction,masked_auxiliary,0,1e-05,,,,,,,False,False,False
360a41034227ee9aa9e4ec43514f5beaaabc204b314002c443dac0e4bd49bf19,2,tddft_coulomb_attraction_eV_eps3p5_proxy,primary,2,0.001,0.6007691428571428,0.6007868571428572,1.7714285714398592e-05,0.600778,8.857142857199296e-06,8.857142857254807e-06,False,False,False
360a41034227ee9aa9e4ec43514f5beaaabc204b314002c443dac0e4bd49bf19,2,tddft_excitation_energy_ev,secondary,2,0.001,2.4284,2.4284,0.0,2.4284,0.0,0.0,True,True,False
360a41034227ee9aa9e4ec43514f5beaaabc204b314002c443dac0e4bd49bf19,2,tddft_wavelength_nm,secondary,2,0.1,510.56,510.56,0.0,510.56,0.0,0.0,True,True,False
360a41034227ee9aa9e4ec43514f5beaaabc204b314002c443dac0e4bd49bf19,2,tddft_oscillator_strength,secondary,2,0.0001,0.9615,0.9615,0.0,0.9615,0.0,0.0,True,True,False
360a41034227ee9aa9e4ec43514f5beaaabc204b314002c443dac0e4bd49bf19,2,tddft_transition_dipole_au,secondary,2,0.0001,3.8844765061826507,3.8845509765720423,7.447038939156769e-05,3.8845137413773463,3.7235194695783846e-05,3.723519469600589e-05,False,False,False
360a41034227ee9aa9e4ec43514f5beaaabc204b314002c443dac0e4bd49bf19,2,tddft_coulomb_attraction_au,secondary,2,1e-05,0.077272,0.077275,3.0000000000030003e-06,0.0772735,1.5000000000015001e-06,1.5000000000015001e-06,False,False,False
360a41034227ee9aa9e4ec43514f5beaaabc204b314002c443dac0e4bd49bf19,2,tddft_coulomb_attraction_eV,secondary,2,0.001,2.102692,2.102754,6.200000000022854e-05,2.102723,3.100000000011427e-05,3.1000000000336314e-05,False,False,False
360a41034227ee9aa9e4ec43514f5beaaabc204b314002c443dac0e4bd49bf19,2,tddft_Sm,secondary,2,1e-05,0.26682,0.26682,0.0,0.26682,0.0,0.0,True,True,False
360a41034227ee9aa9e4ec43514f5beaaabc204b314002c443dac0e4bd49bf19,2,tddft_Sr,secondary,2,1e-05,0.5595,0.55951,9.99999999995449e-06,0.5595049999999999,4.999999999977245e-06,5.000000000032756e-06,False,False,False
360a41034227ee9aa9e4ec43514f5beaaabc204b314002c443dac0e4bd49bf19,2,tddft_D_index_angstrom,secondary,2,0.001,7.796,7.797,0.0009999999999994458,7.7965,0.0004999999999997229,0.0004999999999997229,False,False,False
360a41034227ee9aa9e4ec43514f5beaaabc204b314002c443dac0e4bd49bf19,2,tddft_H_CT_angstrom,secondary,2,0.001,4.623,4.623,0.0,4.623,0.0,0.0,True,True,False
360a41034227ee9aa9e4ec43514f5beaaabc204b314002c443dac0e4bd49bf19,2,tddft_t_index_angstrom,secondary,2,0.001,3.173,3.174,0.0009999999999998899,3.1734999999999998,0.0004999999999999449,0.000500000000000167,False,False,False
360a41034227ee9aa9e4ec43514f5beaaabc204b314002c443dac0e4bd49bf19,2,tddft_HDI,secondary,2,0.001,4.64,4.65,0.010000000000000675,4.645,0.0050000000000003375,0.005000000000000782,False,False,True
360a41034227ee9aa9e4ec43514f5beaaabc204b314002c443dac0e4bd49bf19,2,tddft_EDI,secondary,2,0.001,5.0,5.0,0.0,5.0,0.0,0.0,True,True,False
360a41034227ee9aa9e4ec43514f5beaaabc204b314002c443dac0e4bd49bf19,2,tddft_Q_D_to_A_au,secondary,2,1e-05,-0.003698,-0.003698,0.0,-0.003698,0.0,0.0,True,True,False
360a41034227ee9aa9e4ec43514f5beaaabc204b314002c443dac0e4bd49bf19,2,tddft_dipole_change_norm_au,secondary,2,0.001,14.636843,14.638129,0.001285999999998566,14.637485999999999,0.000642999999999283,0.0006430000000001712,False,False,True
360a41034227ee9aa9e4ec43514f5beaaabc204b314002c443dac0e4bd49bf19,2,tddft_hole_on_donor_fraction,masked_auxiliary,0,1e-05,,,,,,,False,False,False
360a41034227ee9aa9e4ec43514f5beaaabc204b314002c443dac0e4bd49bf19,2,tddft_hole_on_acceptor_fraction,masked_auxiliary,0,1e-05,,,,,,,False,False,False
360a41034227ee9aa9e4ec43514f5beaaabc204b314002c443dac0e4bd49bf19,2,tddft_electron_on_donor_fraction,masked_auxiliary,0,1e-05,,,,,,,False,False,False
360a41034227ee9aa9e4ec43514f5beaaabc204b314002c443dac0e4bd49bf19,2,tddft_electron_on_acceptor_fraction,masked_auxiliary,0,1e-05,,,,,,,False,False,False
36b415584ad3799e472716ea4ee76ca981be7334171a212c8091f3943318e10f,2,tddft_coulomb_attraction_eV_eps3p5_proxy,primary,2,0.001,0.6345917142857143,0.6359237142857143,0.0013319999999999999,0.6352577142857143,0.0006659999999999999,0.0006660000000000554,False,False,True
36b415584ad3799e472716ea4ee76ca981be7334171a212c8091f3943318e10f,2,tddft_excitation_energy_ev,secondary,2,0.001,2.3113,2.3114,9.999999999976694e-05,2.31135,4.999999999988347e-05,4.999999999988347e-05,False,False,False
36b415584ad3799e472716ea4ee76ca981be7334171a212c8091f3943318e10f,2,tddft_wavelength_nm,secondary,2,0.1,536.41,536.42,0.009999999999990905,536.415,0.0049999999999954525,0.0049999999999954525,False,False,False
36b415584ad3799e472716ea4ee76ca981be7334171a212c8091f3943318e10f,2,tddft_oscillator_strength,secondary,2,0.0001,2.1904,2.1907,0.000300000000000189,2.19055,0.0001500000000000945,0.0001500000000000945,False,False,True
36b415584ad3799e472716ea4ee76ca981be7334171a212c8091f3943318e10f,2,tddft_transition_dipole_au,secondary,2,0.0001,6.340476159626875,6.380139745928145,0.03966358630126976,6.36030795277751,0.01983179315063488,0.01983179315063488,False,False,True
36b415584ad3799e472716ea4ee76ca981be7334171a212c8091f3943318e10f,2,tddft_coulomb_attraction_au,secondary,2,1e-05,0.081623,0.081794,0.00017100000000000448,0.0817085,8.550000000000224e-05,8.550000000000224e-05,False,False,True
36b415584ad3799e472716ea4ee76ca981be7334171a212c8091f3943318e10f,2,tddft_coulomb_attraction_eV,secondary,2,0.001,2.221071,2.225733,0.004662000000000166,2.223402,0.002331000000000083,0.002331000000000305,False,False,True
36b415584ad3799e472716ea4ee76ca981be7334171a212c8091f3943318e10f,2,tddft_Sm,secondary,2,1e-05,0.6551,0.66231,0.007209999999999939,0.658705,0.0036049999999999693,0.0036049999999999693,False,False,True
36b415584ad3799e472716ea4ee76ca981be7334171a212c8091f3943318e10f,2,tddft_Sr,secondary,2,1e-05,0.90299,0.90724,0.004250000000000087,0.905115,0.0021250000000000435,0.0021250000000000435,False,False,True
36b415584ad3799e472716ea4ee76ca981be7334171a212c8091f3943318e10f,2,tddft_D_index_angstrom,secondary,2,0.001,0.34,0.374,0.033999999999999975,0.357,0.016999999999999987,0.017000000000000015,False,False,True
36b415584ad3799e472716ea4ee76ca981be7334171a212c8091f3943318e10f,2,tddft_H_CT_angstrom,secondary,2,0.001,8.829,8.842,0.0129999999999999,8.8355,0.00649999999999995,0.0065000000000008384,False,False,True
36b415584ad3799e472716ea4ee76ca981be7334171a212c8091f3943318e10f,2,tddft_t_index_angstrom,secondary,2,0.001,-8.49,-8.467,0.022999999999999687,-8.4785,0.011499999999999844,0.011499999999999844,False,False,True
36b415584ad3799e472716ea4ee76ca981be7334171a212c8091f3943318e10f,2,tddft_HDI,secondary,2,0.001,4.77,4.83,0.0600000000000005,4.8,0.03000000000000025,0.03000000000000025,False,False,True
36b415584ad3799e472716ea4ee76ca981be7334171a212c8091f3943318e10f,2,tddft_EDI,secondary,2,0.001,4.89,4.93,0.040000000000000036,4.91,0.020000000000000018,0.020000000000000462,False,False,True
36b415584ad3799e472716ea4ee76ca981be7334171a212c8091f3943318e10f,2,tddft_Q_D_to_A_au,secondary,2,1e-05,-0.005749,-0.005749,0.0,-0.005749,0.0,0.0,True,True,False
36b415584ad3799e472716ea4ee76ca981be7334171a212c8091f3943318e10f,2,tddft_dipole_change_norm_au,secondary,2,0.001,0.669823,0.737285,0.06746200000000002,0.703554,0.03373100000000001,0.033731000000000066,False,False,True
36b415584ad3799e472716ea4ee76ca981be7334171a212c8091f3943318e10f,2,tddft_hole_on_donor_fraction,masked_auxiliary,2,1e-05,0.9330744865638092,0.9330949948927476,2.0508328938406706e-05,0.9330847407282784,1.0254164469203353e-05,1.0254164469203353e-05,False,False,True
36b415584ad3799e472716ea4ee76ca981be7334171a212c8091f3943318e10f,2,tddft_hole_on_acceptor_fraction,masked_auxiliary,2,1e-05,0.06690500510725228,0.06692551343619087,2.0508328938587117e-05,0.06691525927172157,1.0254164469293559e-05,1.0254164469300497e-05,False,False,True
36b415584ad3799e472716ea4ee76ca981be7334171a212c8091f3943318e10f,2,tddft_electron_on_donor_fraction,masked_auxiliary,2,1e-05,0.9532595325953258,0.9533668135697445,0.00010728097441869977,0.9533131730825352,5.3640487209349885e-05,5.3640487209349885e-05,False,False,True
36b415584ad3799e472716ea4ee76ca981be7334171a212c8091f3943318e10f,2,tddft_electron_on_acceptor_fraction,masked_auxiliary,2,1e-05,0.04663318643025518,0.04674046740467402,0.00010728097441883855,0.0466868269174646,5.3640487209419274e-05,5.3640487209419274e-05,False,False,True
36c45d958796756afe7224df3341bc0545202fc69a98e5a338caea385c7f1f34,2,tddft_coulomb_attraction_eV_eps3p5_proxy,primary,2,0.001,0.8472122857142858,0.8505508571428572,0.003338571428571413,0.8488815714285715,0.0016692857142857065,0.0016692857142857065,False,False,True
36c45d958796756afe7224df3341bc0545202fc69a98e5a338caea385c7f1f34,2,tddft_excitation_energy_ev,secondary,2,0.001,2.1363,2.1363,0.0,2.1363,0.0,0.0,True,True,False
36c45d958796756afe7224df3341bc0545202fc69a98e5a338caea385c7f1f34,2,tddft_wavelength_nm,secondary,2,0.1,580.36,580.37,0.009999999999990905,580.365,0.0049999999999954525,0.0049999999999954525,False,False,False
36c45d958796756afe7224df3341bc0545202fc69a98e5a338caea385c7f1f34,2,tddft_oscillator_strength,secondary,2,0.0001,2.1968,2.1968,0.0,2.1968,0.0,0.0,True,True,False
36c45d958796756afe7224df3341bc0545202fc69a98e5a338caea385c7f1f34,2,tddft_transition_dipole_au,secondary,2,0.0001,7.658992826666145,7.661718696424772,0.0027258697586267644,7.660355761545459,0.0013629348793133822,0.0013629348793138263,False,False,True
36c45d958796756afe7224df3341bc0545202fc69a98e5a338caea385c7f1f34,2,tddft_coulomb_attraction_au,secondary,2,1e-05,0.108971,0.1094,0.0004289999999999988,0.10918549999999999,0.0002144999999999994,0.00021450000000000635,False,False,True
36c45d958796756afe7224df3341bc0545202fc69a98e5a338caea385c7f1f34,2,tddft_coulomb_attraction_eV,secondary,2,0.001,2.965243,2.976928,0.011684999999999945,2.9710855,0.005842499999999973,0.005842499999999973,False,False,True
