bytes,family,input_columns,loadability,parameters,path,rounds,scientific_status,sha256,smoke_rows,tensor_count,tensor_elements
5973789,physics_multitask,,LOADABLE_FINITE_FORWARD,1490945,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/acceptor_cold/fold1/S0/seed123/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,a3b99ece4566a9bc8cd08dc6df15b01965d00b7a33a353f415e8a160117c9783,4,,
5973789,physics_multitask,,LOADABLE_FINITE_FORWARD,1490945,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/acceptor_cold/fold1/S0/seed42/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,df457e023fbc2005abe785c10e41588e70829e27420d9dd742e8922878425a80,4,,
5973789,physics_multitask,,LOADABLE_FINITE_FORWARD,1490945,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/acceptor_cold/fold1/S0/seed456/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,6d236595e2353159bdf397ac6fdf753f8cb44bbc9431d96de7bf31ea0e32a06b,4,,
7446629,physics_multitask,,LOADABLE_FINITE_FORWARD,1854220,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/acceptor_cold/fold2/M11/seed123/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,6866c9ccbb09f8af605edf67ebb7228f1d26f05c1b312a79b1035d31a8f9a455,4,,
7446629,physics_multitask,,LOADABLE_FINITE_FORWARD,1854220,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/acceptor_cold/fold2/M11/seed42/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,01a6af6bbc99b0f21f3e8656ec40a75c96622bcba2f2bbd8ac5bbe79860186d2,4,,
7446629,physics_multitask,,LOADABLE_FINITE_FORWARD,1854220,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/acceptor_cold/fold2/M11/seed456/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,2b1de9fc2727e3f5e4c376c261946a35aeec8c87304bfd10a577458362956db1,4,,
5973789,physics_multitask,,LOADABLE_FINITE_FORWARD,1490945,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/acceptor_cold/fold2/S0/seed123/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,a404a9bb5c6f51d4d1e8c2a42ddc35169a8d8ea499962b07c9a1f6b5a2669cbe,4,,
5973789,physics_multitask,,LOADABLE_FINITE_FORWARD,1490945,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/acceptor_cold/fold2/S0/seed42/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,0be7e1bb538c52cf8e628d9f476f7dd02d3198a5dbf26c1a1e2b5ebcaac4ae63,4,,
5973789,physics_multitask,,LOADABLE_FINITE_FORWARD,1490945,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/acceptor_cold/fold2/S0/seed456/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,746ba53344dbd084f94394ab3b6678beca1477c7bef1e56b178342bbd68d8566,4,,
7446629,physics_multitask,,LOADABLE_FINITE_FORWARD,1854220,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/acceptor_cold/fold3/M11/seed123/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,5895eb973d9c3d313e5a88171a8040f173ff9998f98da74f95919007c0db4831,4,,
7446629,physics_multitask,,LOADABLE_FINITE_FORWARD,1854220,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/acceptor_cold/fold3/M11/seed42/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,a7140872a92a7de9e0a07bb60a880a7305acc61fb685612a59d5938f4e6b7e82,4,,
7446629,physics_multitask,,LOADABLE_FINITE_FORWARD,1854220,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/acceptor_cold/fold3/M11/seed456/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,d75baf9b50dacb4044caba7d3408261b7c4798ef043f50564eb4eb3660a727a6,4,,
5973789,physics_multitask,,LOADABLE_FINITE_FORWARD,1490945,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/acceptor_cold/fold3/S0/seed123/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,4289413fb6d2d2a83987d9def39528fba6b4e0a9c4621b6cf7e408ee23eba3fa,4,,
5973789,physics_multitask,,LOADABLE_FINITE_FORWARD,1490945,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/acceptor_cold/fold3/S0/seed42/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,2c8ed6f3212f672cabbee9cb52f571cc8a2e57d159ec6faebae6c7d5ec9aee95,4,,
5973789,physics_multitask,,LOADABLE_FINITE_FORWARD,1490945,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/acceptor_cold/fold3/S0/seed456/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,23a9ce7de6e4f53e697af333d326f42c9e40d8747ca228e35b5a077aa010b406,4,,
7446629,physics_multitask,,LOADABLE_FINITE_FORWARD,1854220,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/acceptor_cold/fold4/M11/seed123/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,3236222349873dce7e938878be65fd341388c8cd92414674c531fba5685fcbb0,4,,
7446629,physics_multitask,,LOADABLE_FINITE_FORWARD,1854220,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/acceptor_cold/fold4/M11/seed42/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,517002833f31431f5ea42e207978daceded7ca7e2cb61929b167731274150600,4,,
7446629,physics_multitask,,LOADABLE_FINITE_FORWARD,1854220,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/acceptor_cold/fold4/M11/seed456/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,f35b27a605cdc0282274edf172e8dfe15cc9a0897f36d2da6c3320f855d94d8d,4,,
5973789,physics_multitask,,LOADABLE_FINITE_FORWARD,1490945,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/acceptor_cold/fold4/S0/seed123/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,a62228e0b77a69143c3b6f356d10bbf7503d69837df3d2f37682917671f6a808,4,,
5973789,physics_multitask,,LOADABLE_FINITE_FORWARD,1490945,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/acceptor_cold/fold4/S0/seed42/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,20e5fad25b8cf57bc9a3ee51e6aba18bec41d19f79a125ec85fbc1117fe3c2f8,4,,
5973789,physics_multitask,,LOADABLE_FINITE_FORWARD,1490945,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/acceptor_cold/fold4/S0/seed456/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,4f46b25a0dc3ad4910d475d57ffb224b9de7960e909131e5238c1c58cc11e69b,4,,
7446629,physics_multitask,,LOADABLE_FINITE_FORWARD,1854220,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/iid/fold0/M11/seed123/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,bacf00e170d39a9a9738615723ab6f4e89ab888e602f3f4b5dad7c611f8b5020,4,,
7446629,physics_multitask,,LOADABLE_FINITE_FORWARD,1854220,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/iid/fold0/M11/seed42/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,9a928a52f39b863eaabbb16f67032aa5416b525cdec1b92a524036af657b4201,4,,
7446629,physics_multitask,,LOADABLE_FINITE_FORWARD,1854220,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/iid/fold0/M11/seed456/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,1cca6b2858328e05ccb529d5651a711540ac9e355f3566733625ca2faef51d96,4,,
5973789,physics_multitask,,LOADABLE_FINITE_FORWARD,1490945,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/iid/fold0/S0/seed123/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,57a3bc9353350672c2f5ca7d7de3c96087da3b8c37afb941d4f192c6f3725ef7,4,,
5973789,physics_multitask,,LOADABLE_FINITE_FORWARD,1490945,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/iid/fold0/S0/seed42/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,cabdfc27d58d1563e598e499ba8447f48999da6cddcd30f8200a530a4e073945,4,,
5973789,physics_multitask,,LOADABLE_FINITE_FORWARD,1490945,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/iid/fold0/S0/seed456/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,00e42469f02ac2314207144e3b28f4bad596bea53374eb45164272ea57262427,4,,
7446629,physics_multitask,,LOADABLE_FINITE_FORWARD,1854220,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/iid/fold1/M11/seed123/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,9cbd533756715d5824048744aa538bcb617e504c88a6d5e8b16cb349937ac9af,4,,
7446629,physics_multitask,,LOADABLE_FINITE_FORWARD,1854220,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/iid/fold1/M11/seed42/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,81556ea6935103ab21d06d3300d2e104f15272b2bfe276801e00422bbe16f3e6,4,,
7446629,physics_multitask,,LOADABLE_FINITE_FORWARD,1854220,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/iid/fold1/M11/seed456/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,bd1e6c2123ba79f75faa3a78831a50a0bafd7af5ee8fe7e88523864b91e8607d,4,,
5973789,physics_multitask,,LOADABLE_FINITE_FORWARD,1490945,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/iid/fold1/S0/seed123/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,fa12d5b7ca98eca85c71711409fc0420d747c99d4bd702d91664a48f75138a80,4,,
5973789,physics_multitask,,LOADABLE_FINITE_FORWARD,1490945,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/iid/fold1/S0/seed42/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,3f8fa3b85d894c31f02c64945a666c36ce953a7b97fa1f3ee6cc0b5ff9819a9c,4,,
5973789,physics_multitask,,LOADABLE_FINITE_FORWARD,1490945,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/iid/fold1/S0/seed456/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,c3fe75d13d841f5f08f9e1a1c55bb40bc0f422a5483baddef23a29a3d1e8b793,4,,
7446629,physics_multitask,,LOADABLE_FINITE_FORWARD,1854220,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/iid/fold2/M11/seed123/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,e0ea089d09b4340ceb793f9b192b1830e221b95d4d4289d003f08b732d682e61,4,,
7446629,physics_multitask,,LOADABLE_FINITE_FORWARD,1854220,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/iid/fold2/M11/seed42/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,7f0aef4268895ae6cc10d26b04401f4a1b9a77d6d5869988bedb7bb2b6c16693,4,,
7446629,physics_multitask,,LOADABLE_FINITE_FORWARD,1854220,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/iid/fold2/M11/seed456/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,42b7036a4c6d6605f9df237a1c27040308dc119b30ec05c0c85da6a62158cbf3,4,,
5973789,physics_multitask,,LOADABLE_FINITE_FORWARD,1490945,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/iid/fold2/S0/seed123/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,a253b4fd1c9e2b99b4c1b29be9e95f64ce23a5e21daa77926c7ba73927bfe574,4,,
5973789,physics_multitask,,LOADABLE_FINITE_FORWARD,1490945,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/iid/fold2/S0/seed42/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,da320e0dc19fb89e7669d4e50f232d837cbc94515342b78a588cf1c8a7ef4e2e,4,,
5973789,physics_multitask,,LOADABLE_FINITE_FORWARD,1490945,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/iid/fold2/S0/seed456/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,461cc5f4b3a802bd29209495e980dfbde08cb753661342c557f460f243f7aca1,4,,
7446629,physics_multitask,,LOADABLE_FINITE_FORWARD,1854220,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/iid/fold3/M11/seed123/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,fccdce18a8dea62cf07b058d7a49683434ecafb3892b7be52cb5bd50efa81636,4,,
7446629,physics_multitask,,LOADABLE_FINITE_FORWARD,1854220,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/iid/fold3/M11/seed42/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,2e0285b98e6ebab6d78563d5f4e03b3ee2bed71e471d94c8168300fe79cb2b86,4,,
7446629,physics_multitask,,LOADABLE_FINITE_FORWARD,1854220,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/iid/fold3/M11/seed456/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,6509609622aaed2efba8e698c7c5cb633640233471e68722fb74d3dfbfbb5fe0,4,,
5973789,physics_multitask,,LOADABLE_FINITE_FORWARD,1490945,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/iid/fold3/S0/seed123/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,bb40b7d4f6a9e7fd7aa6cb0e90d0039b957bb84ea5640fd6129a0d5b59b35f32,4,,
5973789,physics_multitask,,LOADABLE_FINITE_FORWARD,1490945,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/iid/fold3/S0/seed42/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,7e1762838d60c9334845bdec7df2ac388784d23b88a9deb5377ce96d8429e436,4,,
5973789,physics_multitask,,LOADABLE_FINITE_FORWARD,1490945,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/iid/fold3/S0/seed456/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,61486808e3303b8e89cfe926e08dd2528e957fe4afd33c8c4faabb814d9c1abb,4,,
7446629,physics_multitask,,LOADABLE_FINITE_FORWARD,1854220,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/iid/fold4/M11/seed123/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,63ec5eeb1fc56a36e3e31bfd985047073dfd197456fd53b44e808a8dc9d0e7e0,4,,
7446629,physics_multitask,,LOADABLE_FINITE_FORWARD,1854220,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/iid/fold4/M11/seed42/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,0460fef379d00ad4f52028b65eeade44e8b75a77bb6481245d01d7b774d19579,4,,
7446629,physics_multitask,,LOADABLE_FINITE_FORWARD,1854220,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/iid/fold4/M11/seed456/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,c7cfcc55d46a1679e18960a92afa137f080d0b86a91fc48dc7c77de204ec7457,4,,
5973789,physics_multitask,,LOADABLE_FINITE_FORWARD,1490945,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/iid/fold4/S0/seed123/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,6cf7f2e9f6ec5673d85d061fc62f5a296262e951107ff599f537e5b9e1175173,4,,
5973789,physics_multitask,,LOADABLE_FINITE_FORWARD,1490945,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/iid/fold4/S0/seed42/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,f2d5065c153a9885019cdcc18c916a7710a9eb6123406a072ef8aadbdc418611,4,,
5973789,physics_multitask,,LOADABLE_FINITE_FORWARD,1490945,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/neural/iid/fold4/S0/seed456/refit_checkpoint.pt,,TRAINING_ONLY_CROSSFIT,08a90819a01a6890a32bbc8d09df956207ea155ca53e292e7ae012b4c6f82fea,4,,
4375143,b2_1_seed42,,LOADABLE_STATE_DICT_PRIOR_INFERENCE_EVIDENCE,,/home/changliu/ExcitationNexus/equiformer_v3_model/checkpoints/2026-04-25-05-26-24/best_checkpoint.pt,,,d32a9fd6f9f5ff2064955b3cc007128cdb47d2b6caa63426eae50abb398795af,0,186,1075318
25919229,b2_1_seed123,,LOADABLE_STATE_DICT_PRIOR_INFERENCE_EVIDENCE,,/home/changliu/ExcitationNexus/equiformer_v3_model/checkpoints/2026-04-25-09-33-52/checkpoint.pt,,,9076765f5e9ccfa83ac08c3af9dda198a9c71c515b5f73c7707ff97b43dac903,0,186,1075318
4375143,b2_1_seed456,,LOADABLE_STATE_DICT_PRIOR_INFERENCE_EVIDENCE,,/home/changliu/ExcitationNexus/equiformer_v3_model/checkpoints/2026-04-25-09-33-52/best_checkpoint.pt,,,e09404d0cc38f3b90c3ce4073b3a64b45087b59c03079f78b64578bf7cbd8ddc,0,186,1075318
4343987,b2_2a_seed42,,LOADABLE_STATE_DICT_PRIOR_INFERENCE_EVIDENCE,,/home/changliu/ExcitationNexus/equiformer_v3_model/checkpoints/2026-04-26-04-07-28-b2_2a_seed42_full/best_checkpoint.pt,,,c5ce3f170cb707af448ddbf1d3bed84c06c071c938e3f79ec924b758fcd7ba6a,0,188,1067318
1749189,XGBoost-UBJ,532,LOADABLE_FINITE_FORWARD,,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/xgb/acceptor_cold/fold0/model.ubj,500,,b9150839e67b010db01a0298d77ab065a73e2116b5fcd8c5550123f3ce1e26e8,4,,
1750763,XGBoost-UBJ,532,LOADABLE_FINITE_FORWARD,,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/xgb/acceptor_cold/fold1/model.ubj,500,,84b9bb1470a22d960049b1b0871d7929e7a5c0e2fafff5cffa87537778b3ec99,4,,
1731710,XGBoost-UBJ,532,LOADABLE_FINITE_FORWARD,,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/xgb/acceptor_cold/fold2/model.ubj,500,,9b4e678fc6ca1d1e6ca95e265462b16d0a6ed111d30b3d2d86d3163c49a1b36e,4,,
1724307,XGBoost-UBJ,532,LOADABLE_FINITE_FORWARD,,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/xgb/acceptor_cold/fold3/model.ubj,500,,d8fcbd46cf18f501be6f249215ac2ff2b32ec6f89591822d0a83106a7074bfaf,4,,
1755867,XGBoost-UBJ,532,LOADABLE_FINITE_FORWARD,,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/xgb/acceptor_cold/fold4/model.ubj,500,,34fb4b4268e2b441b0fbf690508afbfb69b74bb93cbc9d6f7eb3b4aee673b162,4,,
1801924,XGBoost-UBJ,532,LOADABLE_FINITE_FORWARD,,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/xgb/iid/fold0/model.ubj,500,,fd88e8e19949f34c8b8ed70b259a3df242ee32ec9ac36965b29a8a3d49864309,4,,
1785653,XGBoost-UBJ,532,LOADABLE_FINITE_FORWARD,,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/xgb/iid/fold1/model.ubj,500,,4dd09b291a1b35bf7e88e8e5dacf7902e38effa430586e5d7c016c93202ea3ef,4,,
1746340,XGBoost-UBJ,532,LOADABLE_FINITE_FORWARD,,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/xgb/iid/fold2/model.ubj,500,,72df83fef72109bd8b48dcbff12fb4aa990d123aabf67c79bc667e5428394c6a,4,,
1798932,XGBoost-UBJ,532,LOADABLE_FINITE_FORWARD,,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/xgb/iid/fold3/model.ubj,500,,718f93a27b649d369b509e670ab722c911331311975602784e6025384418da70,4,,
1840135,XGBoost-UBJ,532,LOADABLE_FINITE_FORWARD,,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2e2a_multitask_crossfit/xgb/iid/fold4/model.ubj,500,,f8a2ddfeb61a276ec5e6a739c3575dc81564d80de64fd70ed79ab6e352bbd7b6,4,,
1749189,XGBoost-UBJ,532,LOADABLE_FINITE_FORWARD,,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2f1_multifidelity_delta_crossfit/acceptor_cold/fold0/C0/model.ubj,500,,c8663191bdaa10fcde0b35ab6aaad425c9c265d30ffc6fd71d29f72fcb6631a6,4,,
1760957,XGBoost-UBJ,535,LOADABLE_FINITE_FORWARD,,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2f1_multifidelity_delta_crossfit/acceptor_cold/fold0/DELTA_3/model.ubj,500,,cb39b8ac7e5db9afa24fb5d9e456bc107b1ad6bf282fb62714639f5b031a4f35,4,,
1843147,XGBoost-UBJ,538,LOADABLE_FINITE_FORWARD,,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2f1_multifidelity_delta_crossfit/acceptor_cold/fold0/DELTA_6/model.ubj,500,,a6028247c8ef1de7be94f463cc80ca689ae8d35b99766e42288cca894d3875ad,4,,
1832668,XGBoost-UBJ,535,LOADABLE_FINITE_FORWARD,,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2f1_multifidelity_delta_crossfit/acceptor_cold/fold0/DFT_3/model.ubj,500,,60abb3790a33fe7c855c21adf45bc3770d7d04b97dd4e870eb394929ac31f670,4,,
1836889,XGBoost-UBJ,538,LOADABLE_FINITE_FORWARD,,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2f1_multifidelity_delta_crossfit/acceptor_cold/fold0/PAIR_6/model.ubj,500,,36dc486bdd83bb99e4e7c0f909513a46f27f117b1fecaaadbfbbe512f82e68ef,4,,
1826341,XGBoost-UBJ,535,LOADABLE_FINITE_FORWARD,,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2f1_multifidelity_delta_crossfit/acceptor_cold/fold0/PM6_3/model.ubj,500,,e97efc70f46d64b9636ce128cc9a33ea66e9de52161023a99514d15e69fb2437,4,,
1735111,XGBoost-UBJ,541,LOADABLE_FINITE_FORWARD,,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2f1_multifidelity_delta_crossfit/acceptor_cold/fold0/ROLE_9/model.ubj,500,,c9fae2b7c35aede987a98b13c4b4f867ea8daaf4aec1206d30f1da5230d58c29,4,,
1750763,XGBoost-UBJ,532,LOADABLE_FINITE_FORWARD,,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2f1_multifidelity_delta_crossfit/acceptor_cold/fold1/C0/model.ubj,500,,ec56a77ce30635936b44a9e45dbafaf38edf44ff589967671dc89657b92f6a7d,4,,
1761516,XGBoost-UBJ,535,LOADABLE_FINITE_FORWARD,,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2f1_multifidelity_delta_crossfit/acceptor_cold/fold1/DELTA_3/model.ubj,500,,d75a1de32e85fbce6a678fb7304f884c24002422b9db4e2c89344c5f4735d057,4,,
1806823,XGBoost-UBJ,538,LOADABLE_FINITE_FORWARD,,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2f1_multifidelity_delta_crossfit/acceptor_cold/fold1/DELTA_6/model.ubj,500,,013f4f81e851191961172b1c8113aae3aaa213cf74b34d97706c641176d89e2a,4,,
1800420,XGBoost-UBJ,535,LOADABLE_FINITE_FORWARD,,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2f1_multifidelity_delta_crossfit/acceptor_cold/fold1/DFT_3/model.ubj,500,,5582b2da196ee278696773a14e8b215dc692ba8849402287942d95f5db6d1a81,4,,
1840764,XGBoost-UBJ,538,LOADABLE_FINITE_FORWARD,,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2f1_multifidelity_delta_crossfit/acceptor_cold/fold1/PAIR_6/model.ubj,500,,baf1b687b0e2cc7022c1f7e5bfd29115b051ce21c3a08ececaaa7ee33666bdc4,4,,
1804222,XGBoost-UBJ,535,LOADABLE_FINITE_FORWARD,,/home/changliu/ExcitationNexus/12_Phase4_Multitask_OOD_Training/runs/gate2f1_multifidelity_delta_crossfit/acceptor_cold/fold1/PM6_3/model.ubj,500,,ab0ca2225edc1c337df4c35557fa93327531206badf194afabb5a21d5e7c0211,4,,
