arm,fold,group_macro_mae,group_macro_r2,group_macro_rmse,groups,inference_wall_seconds,model_sha256,parameter_count,peak_rss_kib,protocol,record_mae,record_r2,record_rmse,records,source_cohort_macro_mae,source_gap,source_mae,training_wall_seconds,worst_source_mae
xgb_c0_observable_provenance,3,0.08896508207463392,0.7024114852964249,0.12556325806864016,5064,0.032025333028286695,fbb550b08741c9897f8c1dd8f612f754b5988f08f5e752d47c01a319ffe6a0e8,XGBoost_trees_500,1201320,donor_cold_5fold,0.08904164353806485,0.702212795451081,0.12564538916361842,5124,0.08137223713852815,0.02973320225798584,"{'external2698': 0.0649943435382522, 'new15016': 0.09472754579623804, 'old7316': 0.08439482208109421}",1.114174221176654,0.09472754579623804
xgb_c0_observable_provenance,4,0.0890047449776985,0.7190856435745298,0.12171703138243434,4593,0.042443857062608004,8b64b2c3775ff795dad8a86e8e7831d6f61eef057a0b90f50595521770e7a44d,XGBoost_trees_500,1201320,donor_cold_5fold,0.08923069136862773,0.7193309755751212,0.12211696020425139,4658,0.08728673974020118,0.006917186245754631,"{'external2698': 0.08542294688793312, 'new15016': 0.09167722928921254, 'old7316': 0.08476004304345791}",1.1580550307407975,0.09167722928921254
xgb_c0_blind,0,0.08959108571877525,0.7385198483746152,0.12562667582586268,4860,0.031429972033947706,1579df42083904af251f09032dc97475b4ae71e7e347d65cd5dd051bd000da62,XGBoost_trees_500,1201320,scaffold_cold_5fold,0.08965889826151718,0.7389297314780703,0.1257220443124256,4948,0.08631487916725523,0.023105203317419637,"{'external2698': 0.07292455171162428, 'new15016': 0.0899903307610975, 'old7316': 0.09602975502904391}",1.0395016293041408,0.09602975502904391
xgb_c0_blind,1,0.08949276456361087,0.7168582189223092,0.12663237856743045,4912,0.04576982604339719,cbe8d70e0ddbc2cc06044aa484ff232049621caeab6aa10516df0613b7f48f08,XGBoost_trees_500,1201320,scaffold_cold_5fold,0.08947902725702986,0.716958713355245,0.12674480990766124,4994,0.08553863195712197,0.021038763027777407,"{'external2698': 0.0725367886370407, 'new15016': 0.09050355556950711, 'old7316': 0.09357555166481811}",1.0206417059525847,0.09357555166481811
xgb_c0_blind,2,0.0884736390321587,0.7302562040781273,0.1236628747715479,4766,0.03154259268194437,cf44fdfdb64e7163aa16feae927ded664de809d60a5edf63d65eb550031d3c5e,XGBoost_trees_500,1201320,scaffold_cold_5fold,0.0885230382433896,0.7299465996225701,0.12362522955748877,4851,0.08348347442752894,0.024118640591484886,"{'external2698': 0.06804287222238717, 'new15016': 0.09024603824632758, 'old7316': 0.09216151281387205}",1.0825448669493198,0.09216151281387205
xgb_c0_blind,3,0.08632704961162924,0.7264898008571163,0.12149555223978907,4854,0.03641457296907902,ad613303692ac06a674900ff40dcbb0d49ece86acc2f306d3fa3a0636049bfa6,XGBoost_trees_500,1201320,scaffold_cold_5fold,0.08632727091397667,0.7265883386190409,0.12153498181974413,4958,0.08083101743612846,0.030015064423643087,"{'external2698': 0.06254344859541838, 'new15016': 0.08739109069390551, 'old7316': 0.09255851301906147}",1.1338956449180841,0.09255851301906147
xgb_c0_blind,4,0.08973395671136623,0.7277842329135691,0.12793996623021892,5151,0.03904384979978204,4b84253a40276250b35ae44953c9dcbfa65aa5e0128b7aa46b7696921c7afb82,XGBoost_trees_500,1201320,scaffold_cold_5fold,0.08988678664185133,0.7264277308954183,0.12791666655852832,5257,0.08594305944121043,0.027461955178556888,"{'external2698': 0.07060134963504446, 'new15016': 0.08916452387498545, 'old7316': 0.09806330481360134}",1.1516825458966196,0.09806330481360134
xgb_c0_observable_provenance,0,0.08367716816302395,0.7751828511141394,0.11648693600449128,4860,0.04431106196716428,97e213d3949874a178b34a713e0650aa63ed0511a6b4d995d074e6499419a9d2,XGBoost_trees_500,1222036,scaffold_cold_5fold,0.08381965309112933,0.7754377256388151,0.11660069134531793,4948,0.07981143841599533,0.016279163636584965,"{'external2698': 0.07119977924884358, 'new15016': 0.08747894288542854, 'old7316': 0.08075559311371389}",1.1598215950652957,0.08747894288542854
xgb_c0_observable_provenance,1,0.083469778900707,0.7543262225355354,0.11795658383882981,4912,0.03256094362586737,feedfeb3b8354c6391750c55f1c17176faeefd480d8055cd3747ffd706ec71f7,XGBoost_trees_500,1223848,scaffold_cold_5fold,0.08356583770246366,0.7535984481848481,0.11825704122600296,4994,0.0797855472891243,0.01590491773161594,"{'external2698': 0.07092315751268606, 'new15016': 0.086828075244302, 'old7316': 0.08160540911038486}",1.1601146357133985,0.086828075244302
xgb_c0_observable_provenance,2,0.08328563801488738,0.7627299656516751,0.11598052023210947,4766,0.031099010724574327,954ac732db050153891e6b041e95ca14d7fce3b1d2b03c57c99586f9f1a7a505,XGBoost_trees_500,1227592,scaffold_cold_5fold,0.08328408814001231,0.7627296805534189,0.1158788011565428,4851,0.07806123990202184,0.021461348423480686,"{'external2698': 0.0658703215886388, 'new15016': 0.08733167001211949, 'old7316': 0.08098172810530722}",1.0462330537848175,0.08733167001211949
xgb_c0_observable_provenance,3,0.08092833104997037,0.7645626989132093,0.11272266603426742,4854,0.04329778999090195,2a959ca939fc85baad8e1e97afe6cdbd21061a2bfed2ca763b3183bcbf3a4a79,XGBoost_trees_500,1227592,scaffold_cold_5fold,0.08082982959452528,0.7654155873700732,0.11257510457368429,4958,0.0765879451356815,0.01859179244395999,"{'external2698': 0.06455404846974537, 'new15016': 0.08314584091370536, 'old7316': 0.08206394602359374}",1.1148324408568442,0.08314584091370536
xgb_c0_observable_provenance,4,0.08309654789781339,0.7676496840852333,0.11820102079156988,5151,0.04617287591099739,88a3043cef1741beffdceadc5436c5c85b08d472075ac4f6bba03a9d059a74d3,XGBoost_trees_500,1227592,scaffold_cold_5fold,0.08326578576462688,0.7666625541667689,0.11813628699125016,5257,0.07899559017002523,0.018500902785166307,"{'external2698': 0.06704327390600032, 'new15016': 0.08554417669116662, 'old7316': 0.08439931991290875}",1.1593542536720634,0.08554417669116662
xgb_c0_blind,0,0.17613599921648104,-0.5853249834358336,0.21916320835714734,14639,0.0,3ef5a584f099ecf6896b0c198e234afa06bf6e0a44b99d2d0743c9db92360811,XGBoost_trees_500,1227592,leave_one_cohort_out_new15016,0.17735148759969477,-0.6018529647178292,0.22038665121911094,15016,0.17735148759969477,0.0,{'new15016': 0.17735148759969477},0.9564790283329785,0.17735148759969477
xgb_c0_observable_provenance,0,0.169221712648097,-0.48371480758632224,0.21201160865527605,14639,0.0,9b7e4c5355682dfba510c1b21c9ce13dc8b946195b4c83d4b2234691cb1f3665,XGBoost_trees_500,1227592,leave_one_cohort_out_new15016,0.17030718677792284,-0.49767372667750887,0.21309956673320668,15016,0.17030718677792284,0.0,{'new15016': 0.17030718677792284},1.0977798020467162,0.17030718677792284
xgb_c0_blind,0,0.1545587199244543,-0.03395461334105354,0.2007305713641309,7298,0.0,7b82cc41f8952260cdabf73bb98b316ed28c86157a9a14abf4150d77dd1e44b4,XGBoost_trees_500,1227592,leave_one_cohort_out_old7316,0.15467129495926332,-0.034575003328607634,0.20082515501956097,7312,0.15467129495926332,0.0,{'old7316': 0.15467129495926332},1.0751257608644664,0.15467129495926332
xgb_c0_observable_provenance,0,0.09964510599421661,0.4441560012023851,0.14719612766471354,7298,0.0,c69aae28e5de0eb9205312c73dca878add5cde794de50b6e56ce78bb74757fa9,XGBoost_trees_500,1227592,leave_one_cohort_out_old7316,0.0997406089549458,0.44381865387642083,0.14724661840432446,7312,0.0997406089549458,0.0,{'old7316': 0.0997406089549458},1.0858560749329627,0.0997406089549458
