sid,true_eb_eV,pred_eb_eV,target_seed42,b21_seed42_pred_eV,target_seed123,b21_seed123_pred_eV,target_seed456,b21_seed456_pred_eV,b21_three_seed_ensemble_pred_eV,cheap_abs_error_eV,b21_ensemble_abs_error_eV,abs_error_delta_cheap_minus_b21_ensemble_eV
D-156_A-184,0.6830913162739289,0.7352913,0.68309134,0.8959018,0.68309134,0.8480614,0.68309134,0.8462672,0.8634101333333334,0.05219998372607104,0.18031881705940445,-0.1281188333333334
D-136_A-193,1.0103198979046115,0.7116827,1.01032,0.7333559,1.01032,0.71331656,1.01032,0.7509304,0.7325342866666666,0.2986371979046115,0.2777856112379449,0.020851586666666644
D-144_A-131,0.6414812193629211,0.63768536,0.6414812,0.59147805,0.6414812,0.60926694,0.6414812,0.6403165,0.6136871633333333,0.00379585936292115,0.027794056029587844,-0.023998196666666693
D-101_A-324,0.555042307282094,0.7806659,0.5550423,0.7338135,0.5550423,0.6705338,0.5550423,0.721362,0.7085697666666667,0.225623592717906,0.15352745938457268,0.07209613333333331
D-23_A-353,1.0412087086347002,1.00179,1.0412087,0.9896054,1.0412087,1.0465693,1.0412087,1.0540789,1.0300845333333333,0.039418708634700206,0.01112417530136689,0.028294533333333316
D-28_A-125,1.1216999891503323,0.9023747,1.1217,0.97417915,1.1217,0.9367257,1.1217,0.8603505,0.9237517833333334,0.21932528915033234,0.1979482058169989,0.021377083333333435
D-22_A-156,0.8046329166120806,0.6899624,0.8046329,0.7277539,0.8046329,0.81104225,0.8046329,0.71071064,0.7498355966666667,0.11467051661208061,0.054797319945413925,0.059873196666666684
D-118_A-275,0.9568689606357068,0.92591786,0.95686895,1.0270987,0.95686895,0.98019,0.95686895,0.9177103,0.9749996666666667,0.03095110063570683,0.018130706030959898,0.012820394604746932
D-100_A-170,0.8842145593589186,0.69702137,0.8842146,0.79844344,0.8842146,0.6745945,0.8842146,0.7665993,0.7465457466666666,0.1871931893589186,0.13766881269225195,0.04952437666666665
D-141_A-42,0.709369740705769,0.76739776,0.7093697,0.75090134,0.7093697,0.7312583,0.7093697,0.7124071,0.7315222466666667,0.05802801929423107,0.022152505960897684,0.035875513333333386
D-24_A-273,0.8545230496236533,0.8992245,0.85452306,0.946942,0.85452306,0.90635014,0.85452306,0.8837639,0.9123520133333334,0.04470145037634665,0.05782896370968005,-0.013127513333333396
D-101_A-29,1.109353794476439,0.984493,1.1093538,0.95324886,1.1093538,0.9333986,1.1093538,0.9530133,0.9465535866666666,0.12486079447643894,0.16280020780977233,-0.037939413333333394
D-168_A-16,1.002397497166137,0.9781398,1.0023975,0.9805113,1.0023975,0.9401959,1.0023975,0.9203687,0.9470253,0.024257697166136905,0.05537219716613695,-0.031114500000000045
D-120_A-107,0.5909380130814446,0.64703566,0.59093803,0.5576818,0.59093803,0.5826454,0.59093803,0.5568671,0.5657314333333333,0.056097646918555455,0.025206579748111246,0.03089106717044421
D-89_A-189,0.6183670904174005,0.69403666,0.6183671,0.70040476,0.6183671,0.67222327,0.6183671,0.7238518,0.6988266099999999,0.07566956958259952,0.08045951958259945,-0.004789949999999932
D-84_A-4,1.0253639071577507,1.0113753,1.0253639,0.97577643,1.0253639,0.95375985,1.0253639,0.9738686,0.9678016266666667,0.013988607157750632,0.05756228049108403,-0.043573673333333396
D-22_A-323,0.6166255616976571,0.70033944,0.61662555,0.6176392,0.61662555,0.68630934,0.61662555,0.69539297,0.66644717,0.08371387830234289,0.049821608302342835,0.03389227000000006
D-33_A-340,0.8973148981659157,0.8762956,0.8973149,0.8932332,0.8973149,0.8855137,0.8973149,0.89297307,0.8905733233333333,0.021019298165915745,0.00674157483258242,0.014277723333333325
D-127_A-377,0.7803370360353056,0.83017266,0.78033704,0.886768,0.78033704,0.85721284,0.78033704,0.8536242,0.8658683466666667,0.04983562396469443,0.0855313106313611,-0.03569568666666667
D-3_A-187,0.7405073412529637,0.8491784,0.74050736,0.9237256,0.74050736,0.89910555,0.74050736,0.8740512,0.8989607833333334,0.10867105874703631,0.1584534420803697,-0.0497823833333334
D-152_A-89,0.7672133731829548,0.7588718,0.76721334,0.80705404,0.76721334,0.8721787,0.76721334,0.9847534,0.88799538,0.008341573182954809,0.1207820068170452,-0.1124404336340904
D-129_A-100,0.6207461430434782,0.73838615,0.62074614,0.7740959,0.62074614,0.70999396,0.62074614,0.72904325,0.7377110366666667,0.11764000695652177,0.11696489362318852,0.0006751133333332549
D-141_A-80,0.5812429848960882,0.6243786,0.581243,0.5971412,0.581243,0.60653913,0.581243,0.5627686,0.58881631,0.04313561510391184,0.007573325103911843,0.035562289999999996
D-96_A-169,0.9488532637158168,0.7006929,0.94885325,0.8695222,0.94885325,0.7447128,0.94885325,0.7596073,0.7912807666666666,0.24816036371581685,0.15757249704915022,0.09058786666666663
D-48_A-115,0.6170998172865158,0.64400166,0.6170998,0.6492686,0.6170998,0.5954875,0.6170998,0.6193502,0.6213687666666666,0.02690184271348428,0.004268949380150877,0.022632893333333404
D-28_A-17,1.101897874645038,1.1169032,1.1018978,1.1598414,1.1018978,1.1211503,1.1018978,1.1976284,1.1595400333333332,0.015005325354962018,0.05764215868829514,-0.042636833333333124
D-116_A-188,0.6450731223473916,0.76874316,0.6450731,0.7163272,0.6450731,0.70788956,0.6450731,0.8113922,0.7452029866666668,0.12367003765260842,0.10012986431927529,0.023540173333333136
D-24_A-151,0.5834820932500439,0.6134299,0.5834821,0.6289245,0.5834821,0.61630476,0.5834821,0.6433741,0.6295344533333332,0.02994780674995612,0.04605236008328939,-0.01610455333333327
D-113_A-334,0.927900496306406,0.87033457,0.9279005,0.9199102,0.9279005,0.9249139,0.9279005,0.8843883,0.9097374666666665,0.057565926306406,0.01816302963973948,0.03940289666666652
D-132_A-157,0.618786923233767,0.5927087,0.61878693,0.5967625,0.61878693,0.6073645,0.61878693,0.61736596,0.60716432,0.026078223233767073,0.01162260323376707,0.014455620000000002
D-119_A-157,0.5233838030553332,0.59289,0.5233838,0.6287178,0.5233838,0.56916076,0.5233838,0.58291245,0.5935970033333333,0.06950619694466686,0.07021320027800015,-0.0007070033333332892
D-138_A-42,0.9772619509566284,0.98713833,0.97726196,0.9615011,0.97726196,0.91872233,0.97726196,0.9437542,0.9413258766666667,0.009876379043371575,0.035936074289961706,-0.02605969524659013
D-159_A-257,0.8345576668008828,0.8613247,0.83455765,0.7233217,0.83455765,0.8062302,0.83455765,0.83761275,0.7890548833333333,0.02676703319911722,0.045502783467549546,-0.018735750268432327
D-43_A-197,0.7829493291149204,0.73675966,0.7829493,0.61475754,0.7829493,0.611022,0.7829493,0.60251355,0.60943103,0.046189669114920395,0.17351829911492045,-0.12732863000000005
D-47_A-200,0.7650053635561375,0.7329292,0.76500535,0.69724643,0.76500535,0.72249806,0.76500535,0.6827296,0.7008246966666668,0.032076163556137516,0.06418066688947066,-0.032104503333333145
D-165_A-45,0.7448378390069681,0.61437666,0.7448378,0.6400534,0.7448378,0.6626474,0.7448378,0.61736023,0.6400203433333332,0.13046117900696808,0.10481749567363485,0.025643683333333223
D-29_A-146,0.6420254470878408,0.7103836,0.6420255,0.8021277,0.6420255,0.740458,0.6420255,0.72147393,0.7546865433333334,0.06835815291215919,0.11266109624549259,-0.0443029433333334
D-29_A-345,1.1975420099587937,1.1370243,1.197542,1.154691,1.197542,1.1603689,1.197542,1.1430985,1.1527194666666665,0.060517709958793686,0.044822543292127204,0.015695166666666482
D-109_A-177,0.6292127715068727,0.66374534,0.6292128,0.62094355,0.6292128,0.61090964,0.6292128,0.63238025,0.6214111466666666,0.03453256849312725,0.007801624840206078,0.02673094365292117
D-108_A-271,0.9188585413909536,0.66138184,0.9188585,0.6699095,0.9188585,0.71811056,0.9188585,0.69770706,0.6952423733333334,0.2574767013909536,0.2236161680576202,0.03386053333333339
D-93_A-346,0.957763049040932,0.9022853,0.9577631,0.85795295,0.9577631,0.898828,0.9577631,0.86876595,0.8751823,0.055477749040932056,0.08258074904093204,-0.027102999999999988
D-143_A-341,0.6929029646860538,0.8117859,0.692903,0.78799,0.692903,0.8133593,0.692903,0.81090426,0.80408452,0.11888293531394611,0.11118155531394613,0.00770137999999998
D-26_A-174,0.9302095767964228,0.74087876,0.9302096,0.96814454,0.9302096,0.81812143,0.9302096,0.7811457,0.8558038900000001,0.18933081679642283,0.07440568679642268,0.11492513000000015
D-29_A-68,0.5802633749912328,0.6702242,0.5802634,0.6476035,0.5802634,0.6600456,0.5802634,0.6548511,0.6541667333333333,0.08996082500876723,0.07390335834210049,0.016057466666666742
D-100_A-36,1.2941502058138354,1.1996962,1.2941502,1.0378695,1.2941502,1.0225415,1.2941502,1.1052544,1.0552218,0.09445400581383545,0.23892840581383545,-0.1444744
D-5_A-249,0.7316908521092635,1.0017613,0.7316908,0.7969867,0.7316908,0.85703564,0.7316908,0.829268,0.8277634466666667,0.27007044789073653,0.09607259455740313,0.1739978533333334
D-46_A-342,1.0586239958321326,0.96794367,1.058624,0.9568033,1.058624,0.98374856,1.058624,0.9891013,0.9765510533333334,0.09068032583213259,0.08207294249879926,0.00860738333333333
D-158_A-188,0.7004210819717311,0.7002687,0.7004211,0.74797416,0.7004211,0.6904876,0.7004211,0.6899799,0.7094805533333334,0.00015238197173117474,0.009059471361602234,-0.008907089389871059
D-39_A-67,0.6688247751992468,0.67966807,0.6688248,0.66082454,0.6688248,0.6281816,0.6688248,0.65949583,0.6495006566666667,0.01084329480075319,0.019324118532580092,-0.008480823731826903
D-39_A-96,0.7875286166860309,0.7930037,0.78752863,0.87081516,0.78752863,0.7333639,0.78752863,0.7893883,0.7978557866666667,0.005475083313969065,0.010327169980635764,-0.0048520866666666995
D-83_A-129,0.6235450284859227,0.62501645,0.62354505,0.6028358,0.62354505,0.60433096,0.62354505,0.63215506,0.6131072733333333,0.001471421514077198,0.01043775515258949,-0.008966333638512292
D-138_A-64,0.7677265021807363,0.6675819,0.7677265,0.6938677,0.7677265,0.6874517,0.7677265,0.6836417,0.6883203666666667,0.1001446021807364,0.07940613551406961,0.02073846666666679
D-159_A-25,1.169024477172998,1.0752853,1.1690245,1.1564143,1.1690245,1.169878,1.1690245,1.1574951,1.1612624666666667,0.09373917717299807,0.007762010506331407,0.08597716666666666
D-35_A-17,0.7899698667663853,0.87123275,0.78996986,0.8151077,0.78996986,0.84854186,0.78996986,0.8709258,0.8448584533333333,0.08126288323361475,0.05488858656694806,0.026374296666666686
D-127_A-6,0.81795872119083,0.92347646,0.8179587,0.9409758,0.8179587,0.9427912,0.8179587,0.9641876,0.9493182000000001,0.10551773880917004,0.1313594788091701,-0.025841740000000057
D-7_A-233,1.1065704583975635,0.9620167,1.1065705,1.1159759,1.1065705,1.161864,1.1065705,1.0272717,1.1017038666666668,0.14455375839756357,0.004866591730896763,0.1396871666666668
D-141_A-137,0.7283943870326067,0.7839544,0.7283944,0.6277493,0.7283944,0.66171026,0.7283944,0.66143596,0.6502985066666667,0.055560012967393324,0.07809588036594006,-0.02253586739854674
D-45_A-340,0.8183085818711356,0.83988774,0.8183086,0.7999073,0.8183086,0.8497526,0.8183086,0.8418304,0.8304967666666667,0.02157915812886435,0.012188184795531076,0.009390973333333275
D-109_A-316,0.5894141754516692,0.62731624,0.5894142,0.579672,0.5894142,0.6359024,0.5894142,0.59257466,0.6027163533333333,0.03790206454833078,0.013302177881664101,0.02459988666666668
D-144_A-58,0.6659325935753875,0.72830427,0.6659326,0.61720955,0.6659326,0.6265451,0.6659326,0.6358665,0.6265403833333334,0.0623716764246125,0.03939221024205408,0.022979466182558417
D-143_A-122,0.8037310535250707,0.8857908,0.803731,0.8504324,0.803731,0.81183887,0.803731,0.7734128,0.8118946899999999,0.08205974647492931,0.008163636474929237,0.07389611000000007
D-110_A-131,0.5851303257883721,0.63554156,0.58513033,0.53427297,0.58513033,0.52963567,0.58513033,0.56500196,0.5429702,0.05041123421162785,0.04216012578837214,0.008251108423255715
D-3_A-105,0.627175804879316,0.66441756,0.6271758,0.6712893,0.6271758,0.6506635,0.6271758,0.6684295,0.6634607666666666,0.03724175512068395,0.036284961787350634,0.0009567933333333167
D-34_A-316,0.5876026745958648,0.620749,0.5876027,0.60921144,0.5876027,0.5671518,0.5876027,0.56895375,0.5817723300000001,0.0331463254041352,0.005830344595864734,0.027315980808270468
D-144_A-42,0.6721601136848265,0.878409,0.6721601,0.8808296,0.6721601,0.8757833,0.6721601,0.82776487,0.8614592566666666,0.20624888631517346,0.18929914298184003,0.016949743333333434
D-29_A-52,0.8192570930488529,0.7196821,0.8192571,0.73073924,0.8192571,0.67272824,0.8192571,0.70522106,0.7028961800000001,0.09957499304885287,0.11636091304885277,-0.0167859199999999
D-89_A-331,1.034880117662062,1.0025458,1.0348802,0.9853463,1.0348802,0.9810965,1.0348802,1.0408077,1.0024168333333334,0.03233431766206185,0.03246328432872847,-0.00012896666666661893
D-154_A-13,1.1562351256373835,0.9868521,1.1562351,1.2233567,1.1562351,1.1418647,1.1562351,1.0044107,1.1232107000000002,0.1693830256373835,0.03302442563738328,0.13635860000000022
D-31_A-256,0.8746983488546073,0.9313326,0.87469834,1.037515,0.87469834,1.0115101,0.87469834,1.032038,1.0270210333333332,0.05663425114539267,0.15232268447872588,-0.09568843333333321
D-155_A-235,1.2826903248633823,1.1362706,1.2826903,0.90855837,1.2826903,0.9810493,1.2826903,0.88052475,0.9233774733333333,0.14641972486338228,0.359312851530049,-0.2128931266666667
D-98_A-272,0.6534931027200787,0.67948484,0.6534931,0.6564441,0.6534931,0.66032,0.6534931,0.6541977,0.6569872666666666,0.025991737279921323,0.0034941639465879692,0.022497573333333354
D-28_A-205,0.8734699491326456,0.83610755,0.87346995,0.73689055,0.87346995,0.78002185,0.87346995,0.8919451,0.8029525,0.03736239913264561,0.07051744913264568,-0.033155050000000075
D-144_A-159,0.5813596051228567,0.65981364,0.5813596,0.6089773,0.5813596,0.59246194,0.5813596,0.6046568,0.6020320133333333,0.07845403487714331,0.020672408210476667,0.05778162666666664
D-90_A-352,0.8232921528950438,0.8605216,0.82329214,0.9376857,0.82329214,0.92330796,0.82329214,0.89778924,0.9195943,0.03722944710495624,0.09630214710495621,-0.05907269999999998
D-24_A-236,0.7664825530952053,0.67622054,0.76648253,0.8146819,0.76648253,0.84052217,0.76648253,0.72871375,0.7946392733333333,0.09026201309520532,0.028156720238127986,0.06210529285707733
D-137_A-93,0.7307267915679772,0.70622355,0.7307268,0.6712632,0.7307268,0.7902856,0.7307268,0.6866834,0.7160774000000001,0.02450324156797712,0.014649391567977066,0.009853850000000053
D-118_A-190,0.9794077631291692,0.8061128,0.9794078,0.71811986,0.9794078,0.724836,0.9794078,0.7142767,0.71907752,0.17329496312916925,0.2603302431291692,-0.08703527999999994
D-144_A-51,0.8684552793815993,0.83092237,0.8684553,0.80598676,0.8684553,0.8178058,0.8684553,0.86078703,0.8281931966666667,0.037532909381599255,0.04026208271493259,-0.0027291733333333346
D-134_A-76,0.7245070461403227,0.6415695,0.72450703,0.59051776,0.72450703,0.61686784,0.72450703,0.5867063,0.5980306333333333,0.08293754614032267,0.1264764128069894,-0.04353886666666673
D-22_A-111,0.6483073899697719,0.6729672,0.6483074,0.63618684,0.6483074,0.6486846,0.6483074,0.63155174,0.6388077266666666,0.024659810030228102,0.009499663303105255,0.015160146727122847
D-142_A-354,0.8903721073322964,0.87028396,0.8903721,0.90206504,0.8903721,0.8419906,0.8903721,0.8885926,0.8775494133333334,0.02008814733229647,0.012822693998963075,0.007265453333333394
D-132_A-115,0.6593552127856429,0.6314552,0.6593552,0.7034832,0.6593552,0.7054095,0.6593552,0.64236355,0.6837520833333333,0.027900012785642914,0.024396870547690352,0.003503142237952561
D-143_A-353,0.953191536151606,0.781235,0.9531915,0.9407654,0.9531915,0.92862034,0.9531915,0.8773171,0.9155676133333334,0.171956536151606,0.03762392281827265,0.13433261333333335
D-40_A-330,1.0132354035738245,0.98849034,1.0132354,0.9434165,1.0132354,1.0342813,1.0132354,0.9735843,0.9837607,0.024745063573824444,0.029474703573824423,-0.004729639999999979
D-36_A-55,0.6808444332381889,0.65310085,0.6808444,0.62725246,0.6808444,0.68263304,0.6808444,0.6806357,0.6635070666666666,0.02774358323818893,0.017337366571522295,0.010406216666666634
D-129_A-30,0.9124211048733314,0.9555069,0.9124211,1.028475,0.9124211,0.98181266,0.9124211,1.1005872,1.0369582866666667,0.04308579512666866,0.12453718179333528,-0.08145138666666663
D-107_A-366,0.6056477110178472,0.67285997,0.6056477,0.66054463,0.6056477,0.6845747,0.6056477,0.7018192,0.6823128433333333,0.06721225898215277,0.0766651323154861,-0.009452873333333334
D-124_A-180,0.6146352431608078,0.6176669,0.6146352,0.6451117,0.6146352,0.6042544,0.6146352,0.6125004,0.6206221666666667,0.003031656839192265,0.005986923505858943,-0.0029552666666666783
D-101_A-26,1.013282051664532,1.0429668,1.0132821,1.0510314,1.0132821,1.0361466,1.0132821,1.053193,1.0467903333333333,0.02968474833546808,0.033508281668801265,-0.0038235333333331845
D-31_A-99,0.9653822371898084,0.7965076,0.9653822,0.8459437,0.9653822,0.78881484,0.9653822,0.7106147,0.78179108,0.16887463718980844,0.18359115718980845,-0.01471652000000001
D-124_A-126,0.6410069637740624,0.66773176,0.64100695,0.6785265,0.64100695,0.6114202,0.64100695,0.6670772,0.6523413,0.026724796225937597,0.011334336225937602,0.015390459999999995
D-127_A-336,0.8470671297922526,0.8485858,0.8470671,0.8851353,0.8470671,0.8903965,0.8470671,0.8579527,0.8778281666666666,0.001518670207747319,0.030761036874414005,-0.029242366666666686
D-28_A-44,0.838406134284244,0.9225127,0.83840615,0.82446873,0.83840615,0.8138548,0.83840615,0.8478855,0.8287363433333333,0.08410656571575592,0.009669790950910695,0.07443677476484523
D-143_A-136,1.24088586090776,0.75754154,1.2408859,0.58894694,1.2408859,0.6152697,1.2408859,0.6132268,0.6058144799999999,0.48334432090776003,0.63507138090776,-0.15172706000000002
D-155_A-148,0.9488066156251096,0.81128234,0.94880664,0.9302993,0.94880664,0.71429914,0.94880664,0.79900634,0.8145349266666667,0.1375242756251096,0.13427168895844288,0.0032525866666667236
D-166_A-155,0.8363147448841951,0.66485596,0.83631474,0.74749625,0.83631474,0.7741549,0.83631474,0.7359296,0.7525269166666666,0.17145878488419508,0.0837878282175285,0.08767095666666658
D-127_A-29,1.0163763750147905,0.89858353,1.0163764,1.0897956,1.0163764,0.99724174,1.0163764,1.0144049,1.03381408,0.11779284501479048,0.017437704985209468,0.10035514002958101
D-3_A-29,1.376095351823182,1.4011617,1.3760953,1.1062169,1.3760953,1.1469343,1.3760953,1.1343474,1.1291662,0.025066348176818076,0.24692915182318198,-0.2218628036463639
D-22_A-253,0.8933964585464934,0.85000557,0.89339644,0.8498993,0.89339644,0.95239496,0.89339644,0.9713503,0.9245481866666667,0.04339088854649342,0.031151728120173305,0.012239160426320117
D-27_A-271,0.9037056865928303,0.87957793,0.9037057,0.9610318,0.9037057,0.9477161,0.9037057,0.9696537,0.9594671999999999,0.024127756592830396,0.055761513407169505,-0.03163375681433911
D-109_A-92,0.5790038765421326,0.7187713,0.5790039,0.5912641,0.5790039,0.59263307,0.5790039,0.6003638,0.5947536566666666,0.1397674234578674,0.015749780124533985,0.12401764333333343
D-160_A-18,1.1932503856137122,1.1287311,1.1932504,1.0992267,1.1932504,1.0783637,1.1932504,1.0526072,1.076732533333333,0.06451928561371223,0.11651785228037914,-0.05199856666666691
D-34_A-122,0.6685215626096486,0.7028079,0.6685216,0.6478777,0.6685216,0.6178798,0.6685216,0.64446414,0.6367405466666666,0.03428633739035147,0.031781015942981994,0.0025053214473694796
D-29_A-219,1.111561804103256,0.96625066,1.1115618,0.8187487,1.1115618,0.7693784,1.1115618,0.9674709,0.8518659999999999,0.14531114410325596,0.2596958041032561,-0.11438466000000014
D-142_A-27,0.856925426295085,1.0291262,0.8569254,0.9576595,0.8569254,0.9494838,0.8569254,0.95587635,0.9543398833333333,0.17220077370491516,0.09741445703824836,0.0747863166666668
D-109_A-317,0.7998903607234941,0.688925,0.79989034,0.72857106,0.79989034,0.80743587,0.79989034,0.7182275,0.7514114766666667,0.11096536072349406,0.04847888405682732,0.062486476666666735
D-154_A-169,1.0322211764917395,0.99637496,1.0322212,0.92042315,1.0322212,0.8678629,1.0322212,0.82242537,0.87023714,0.03584621649173947,0.16198403649173954,-0.12613782000000007
D-132_A-353,0.964418176648522,1.0034205,0.9644182,1.0481039,0.9644182,0.93046856,0.9644182,1.0236965,1.00075632,0.03900232335147802,0.036338143351478,0.002664180000000016
D-83_A-153,0.7298560272081056,0.7151381,0.729856,0.7757875,0.729856,0.79539335,0.729856,0.71178985,0.7609902333333333,0.014717927208105608,0.03113420612522766,-0.01641627891712205
D-22_A-235,0.7387347138060821,0.86143804,0.7387347,0.7983606,0.7387347,0.78296494,0.7387347,0.8030994,0.7948083133333332,0.12270332619391788,0.056073599527251106,0.06662972666666678
D-34_A-346,0.8572519629300368,0.8565743,0.85725194,0.9134456,0.85725194,0.83467644,0.85725194,0.9066032,0.8849084133333333,0.0006776629300367931,0.02765645040329645,-0.026978787473259658
D-7_A-170,0.6569917095231342,0.7948857,0.6569917,0.7862967,0.6569917,0.75630677,0.6569917,0.771121,0.77124149,0.1378939904768658,0.11424978047686574,0.023644210000000054
D-40_A-18,1.0790092114712695,1.0868287,1.0790092,1.0340439,1.0790092,1.0745621,1.0790092,1.0088344,1.0391468,0.0078194885287306,0.039862411471269565,-0.032042922942538965
D-118_A-73,0.6245013143454246,0.6331553,0.6245013,0.64164495,0.6245013,0.6216444,0.6245013,0.6107254,0.6246715833333333,0.008653985654575425,0.00017026898790872824,0.008483716666666696
D-118_A-353,1.097310812392143,1.0799797,1.0973108,0.9879428,1.0973108,1.0246465,1.0973108,0.9703319,0.9943070666666668,0.01733111239214291,0.1030037457254761,-0.08567263333333319
D-152_A-227,0.809647586363127,0.9153676,0.80964756,0.93760705,0.80964756,0.92310977,0.80964756,0.8387103,0.8998090400000001,0.105720013636873,0.09016145363687311,0.015558559999999888
D-3_A-365,1.0691198162412994,0.9939404,1.0691198,0.7135973,1.0691198,0.7612413,1.0691198,0.78127277,0.7520371233333334,0.07517941624129942,0.317082692907966,-0.24190327666666656
D-109_A-103,0.6936260100920187,0.6903441,0.693626,0.7439773,0.693626,0.8196405,0.693626,0.7231277,0.7622485,0.003281910092018725,0.06862248990798125,-0.06534057981596253
D-36_A-314,0.8945704354959633,0.8616696,0.8945704,0.82691336,0.8945704,0.8299085,0.8945704,0.85619533,0.8376723966666667,0.03290083549596323,0.05689803882929656,-0.023997203333333328
D-165_A-195,0.6921488205529507,0.6889882,0.6921488,0.67061675,0.6921488,0.6926284,0.6921488,0.6630347,0.6754266166666666,0.0031606205529506326,0.016722203886284093,-0.01356158333333346
D-30_A-286,0.6769648670276894,0.70984167,0.6769649,0.7228924,0.6769649,0.7125983,0.6769649,0.68372583,0.7064055100000001,0.03287680297231055,0.029440642972310638,0.0034361599999999104
D-23_A-166,1.0656367588018127,0.861895,1.0656368,0.90284455,1.0656368,0.9528334,1.0656368,0.9630544,0.9395774499999999,0.20374175880181278,0.12605930880181282,0.07768244999999996
D-31_A-103,0.6483929114694021,0.86992276,0.6483929,0.68537533,0.6483929,0.74597776,0.6483929,0.69009113,0.7071480733333333,0.22152984853059787,0.05875516186393115,0.16277468666666672
D-7_A-80,0.6893110617015834,0.7785346,0.6893111,0.8065375,0.6893111,0.8271351,0.6893111,0.76332784,0.7990001466666667,0.08922353829841656,0.10968908496508334,-0.02046554666666678
D-108_A-6,0.9664473685942944,0.9493816,0.96644735,0.94415915,0.96644735,0.9381156,0.96644735,0.8655623,0.9159456833333334,0.017065768594294317,0.05050168526096099,-0.033435916666666676
D-88_A-27,0.9880920826825318,1.0122304,0.98809206,1.0074898,0.98809206,0.96084094,0.98809206,0.957108,0.9751462466666667,0.024138317317468183,0.012945836015865075,0.011192481301603108
D-118_A-44,1.2124072015308875,0.9593784,1.2124072,1.0888984,1.2124072,0.9411095,1.2124072,0.950783,0.9935969666666667,0.2530288015308876,0.2188102348642208,0.03421856666666678
D-97_A-339,1.0835340762698884,0.987399,1.0835341,1.0000671,1.0835341,0.9068606,1.0835341,0.9793078,0.9620785000000001,0.09613507626988838,0.12145557626988834,-0.025320499999999968
D-144_A-29,1.0814271375062705,1.0359557,1.0814271,0.98084354,1.0814271,1.0164204,1.0814271,1.0217739,1.0063459466666667,0.045471437506270584,0.07508119083960385,-0.029609753333333266
D-102_A-167,0.6182737942359856,0.6022191,0.6182738,0.56659997,0.6182738,0.5675931,0.6182738,0.596686,0.5769596899999999,0.0160546942359856,0.041314104235985694,-0.025259410000000093
D-122_A-140,0.66372458394857,0.7704672,0.6637246,0.7740923,0.6637246,0.7591375,0.6637246,0.71923137,0.75082039,0.10674261605142998,0.08709580605142997,0.019646810000000015
D-84_A-108,0.583964123520687,0.6620834,0.5839641,0.592914,0.5839641,0.57399136,0.5839641,0.58876073,0.58522203,0.07811927647931294,0.001257906479312898,0.07686137000000004
D-7_A-49,0.9081839033007416,0.9510383,0.90818393,1.1545801,0.90818393,0.98541117,0.90818393,1.076875,1.0722887566666666,0.04285439669925839,0.16410485336592495,-0.12125045666666656
D-34_A-2,0.8481711346056614,0.7936598,0.8481711,0.7638675,0.8481711,0.9078126,0.8481711,0.78005517,0.8172450900000001,0.05451133460566138,0.030926044605661285,0.023585290000000092
D-129_A-368,0.6759930318046184,0.6357089,0.675993,0.62013495,0.675993,0.6367005,0.675993,0.63417065,0.6303353666666667,0.04028413180461843,0.045657665137951775,-0.005373533333333347
D-118_A-296,0.5901449955394186,0.6389484,0.590145,0.6179168,0.590145,0.68075573,0.590145,0.67943275,0.6593684266666667,0.0488034044605814,0.06922343112724816,-0.020420026666666757
D-135_A-227,0.8546863179411294,0.82628274,0.8546863,0.7634864,0.8546863,0.6948812,0.8546863,0.7921791,0.7501822333333333,0.028403577941129354,0.10450408460779603,-0.07610050666666668
D-44_A-339,1.2692090266489413,0.944665,1.269209,1.1237051,1.269209,1.0311179,1.269209,1.0905627,1.0817952333333334,0.32454402664894133,0.18741379331560792,0.1371302333333334
D-28_A-344,1.1105355461076931,1.071868,1.1105355,1.0333978,1.1105355,0.986984,1.1105355,1.050552,1.0236446,0.038667546107693074,0.08689094610769321,-0.04822340000000014
D-102_A-10,0.890434304786573,0.8775337,0.8904343,0.8470856,0.8904343,0.8549003,0.8904343,0.90472865,0.86890485,0.012900604786573067,0.021529454786573088,-0.008628850000000021
D-160_A-287,0.6726110452283314,0.67810684,0.67261106,0.6543952,0.67261106,0.6521906,0.67261106,0.61207604,0.6395539466666667,0.005495794771668616,0.03305709856166472,-0.027561303789996106
D-129_A-148,0.7802826132628137,0.6238933,0.7802826,0.9217464,0.7802826,0.8029656,0.7802826,0.78569627,0.8368027566666666,0.1563893132628137,0.05652014340385292,0.09986916985896077
D-100_A-139,0.6617498147752899,0.6390614,0.66174984,0.6295432,0.66174984,0.69341767,0.66174984,0.70084846,0.67460311,0.022688414775289933,0.012853295224710015,0.009835119550579918
D-43_A-62,0.6054300199278793,0.63335156,0.60543,0.5633187,0.60543,0.6026589,0.60543,0.63885224,0.6016099466666667,0.027921540072120776,0.0038200732612125865,0.02410146681090819
D-5_A-244,0.9310025943384488,0.8238559,0.9310026,1.0633028,0.9310026,0.9097651,0.9310026,0.88000166,0.9510231866666666,0.10714669433844881,0.020020592328217846,0.08712610201023097
D-158_A-124,0.6711105316439097,0.70275223,0.6711105,0.7670946,0.6711105,0.70385396,0.6711105,0.7156683,0.7288722866666667,0.03164169835609032,0.057761755022757044,-0.026120056666666724
