sid,true_eb_eV,pred_eb_eV,target_seed42,b21_seed42_pred_eV,target_seed123,b21_seed123_pred_eV,target_seed456,b21_seed456_pred_eV,b21_three_seed_ensemble_pred_eV,cheap_abs_error_eV,b21_ensemble_abs_error_eV,abs_error_delta_cheap_minus_b21_ensemble_eV
D-28_A-156,0.84486689484722,0.715261,0.8448669,0.8111923,0.8448669,0.8221914,0.8448669,0.78029907,0.8045609233333333,0.12960589484721996,0.04030597151388671,0.08929992333333325
D-30_A-330,1.1799012569896088,1.1202464,1.1799012,1.0681697,1.1799012,1.1048384,1.1799012,1.1583244,1.1104441666666667,0.05965485698960871,0.06945709032294212,-0.00980223333333341
D-100_A-345,1.1010970824212276,1.1184815,1.1010971,1.0733037,1.1010971,1.0269322,1.1010971,1.0809746,1.0604035000000003,0.017384417578772293,0.04069358242122734,-0.023309164842455043
D-112_A-235,0.6399962551420686,0.69334424,0.63999623,0.6372725,0.63999623,0.6959455,0.63999623,0.70452666,0.67924822,0.05334798485793135,0.039251964857931365,0.014096019999999987
D-94_A-234,1.276361733890744,0.76844907,1.2763617,0.85683775,1.2763617,0.8417295,1.2763617,0.80545354,0.8346735966666667,0.5079126638907441,0.4416881372240773,0.06622452666666678
D-27_A-287,0.8095776142270658,0.704571,0.80957764,0.6890651,0.80957764,0.69057685,0.80957764,0.6498792,0.67650705,0.10500661422706581,0.13307056422706576,-0.02806394999999995
D-98_A-95,0.6963005006259101,0.64077747,0.6963005,0.63883007,0.6963005,0.59061956,0.6963005,0.6007817,0.61007711,0.05552303062591013,0.08622339062591011,-0.030700359999999982
D-136_A-19,0.9408297921141427,0.9133163,0.9408298,0.92638123,0.9408298,0.9584069,0.9408298,0.89248776,0.9257586299999999,0.02751349211414278,0.015071162114142833,0.012442329999999946
D-7_A-321,0.7738995995176833,0.8253284,0.7738996,0.823977,0.7738996,0.79323596,0.7738996,0.76469886,0.7939706066666666,0.05142880048231668,0.020071007148983355,0.03135779333333333
D-168_A-99,0.6219823174472247,0.592247,0.62198234,0.5896511,0.62198234,0.5450576,0.62198234,0.5887548,0.5744878333333333,0.029735317447224685,0.047494484113891344,-0.01775916666666666
D-144_A-337,0.8830483570912334,0.93442714,0.88304836,0.9674256,0.88304836,0.9773883,0.88304836,1.0138575,0.9862238,0.05137878290876663,0.10317544290876657,-0.05179665999999994
D-160_A-58,0.6295315334600401,0.7163958,0.62953156,0.71074,0.62953156,0.729046,0.62953156,0.75263894,0.7308083133333333,0.08686426653995993,0.1012767798732932,-0.014412513333333266
D-122_A-94,0.633418874352324,0.63730663,0.63341886,0.65809655,0.63341886,0.6882552,0.63341886,0.65585935,0.6674036999999999,0.003887755647675961,0.03398482564767591,-0.030097069999999948
D-108_A-20,0.8980534929354497,0.9328732,0.89805347,0.90448594,0.89805347,0.8855512,0.89805347,0.8895198,0.8931856466666667,0.03481970706455029,0.004867846268783005,0.029951860795767282
D-28_A-291,0.6459361120254785,0.7110002,0.64593613,0.7511487,0.64593613,0.86012,0.64593613,0.7330595,0.7814427333333334,0.06506408797452146,0.13550662130785485,-0.07044253333333339
D-137_A-323,0.5606634022123367,0.6550529,0.5606634,0.6285732,0.5606634,0.59351784,0.5606634,0.66609955,0.6293968633333333,0.09438949778766337,0.06873346112099665,0.025656036666666715
D-164_A-341,0.8597709598282368,0.88257,0.85977095,0.91828346,0.85977095,0.9297254,0.85977095,0.91042364,0.9194775000000001,0.022799040171763152,0.059706540171763245,-0.03690750000000009
D-153_A-129,0.6269425644257789,0.61506,0.6269426,0.6556072,0.6269426,0.69995856,0.6269426,0.66062915,0.67206497,0.011882564425778841,0.04512240557422109,-0.03323984114844225
D-100_A-140,1.0837517673598562,0.91124326,1.0837518,1.0358108,1.0837518,1.0025663,1.0837518,1.0780468,1.0388079666666667,0.17250850735985623,0.044943800693189484,0.12756470666666675
D-158_A-91,0.5617829563893145,0.631217,0.56178296,0.57914746,0.56178296,0.67146385,0.56178296,0.6882365,0.6462826033333333,0.0694340436106855,0.08449964694401879,-0.015065603333333288
D-44_A-37,0.9184775819835098,0.95674217,0.9184776,0.8514081,0.9184776,0.90750945,0.9184776,0.9134642,0.8907939166666666,0.03826458801649013,0.027683665316843187,0.010580922699646944
D-5_A-165,0.8577106691553263,0.78737277,0.85771066,0.81212425,0.85771066,0.75697327,0.85771066,0.73759127,0.7688962633333333,0.07033789915532629,0.08881440582199307,-0.01847650666666678
D-22_A-128,0.9048174660880238,0.67052543,0.90481746,0.6678164,0.90481746,0.7124425,0.90481746,0.75687385,0.7123775833333332,0.23429203608802385,0.1924398827546906,0.04185215333333325
D-102_A-151,0.4991501199328346,0.58255166,0.49915013,0.56944215,0.49915013,0.5856325,0.49915013,0.55447364,0.56984943,0.08340154006716544,0.0706993100671654,0.012702230000000037
D-168_A-62,0.5902382917208334,0.66222465,0.5902383,0.64183235,0.5902383,0.61082155,0.5902383,0.6111034,0.6212524333333334,0.07198635827916655,0.031014141612499935,0.04097221666666662
D-23_A-26,1.0068290657833403,1.0386235,1.006829,1.0784869,1.006829,1.0653505,1.006829,1.0735697,1.0724690333333333,0.03179443421665962,0.06563996754999302,-0.0338455333333334
D-29_A-27,1.1308352402472,1.2023811,1.1308353,1.2197152,1.1308353,1.2324754,1.1308353,1.1637002,1.2052969333333332,0.07154585975280003,0.07446169308613326,-0.0029158333333332287
D-135_A-229,0.6696488914684109,0.818468,0.6696489,0.68270254,0.6696489,0.64165825,0.6696489,0.656055,0.6601385966666667,0.14881910853158908,0.009510294801744146,0.13930881372984494
D-43_A-354,0.8625465212253276,0.894001,0.8625465,0.9121593,0.8625465,0.88385093,0.8625465,0.90214324,0.8993844900000001,0.031454478774672445,0.03683796877467249,-0.005383490000000046
D-22_A-124,0.8250336816147871,0.7527082,0.82503366,0.7352116,0.82503366,0.7115885,0.82503366,0.70037985,0.71572665,0.07232548161478702,0.10930703161478705,-0.03698155000000003
D-116_A-58,0.5942500275216706,0.8452336,0.59425,0.6163229,0.59425,0.6294143,0.59425,0.59481263,0.61351661,0.2509835724783295,0.019266582478329464,0.23171699
D-24_A-84,0.6077080016907577,0.671387,0.607708,0.642959,0.607708,0.6500218,0.607708,0.6909677,0.6613161666666666,0.06367899830924229,0.05360816497590892,0.010070833333333362
D-93_A-157,0.5191232774373898,0.5826021,0.51912326,0.5694424,0.51912326,0.54251844,0.51912326,0.57075775,0.5609061966666666,0.06347882256261017,0.041782919229276794,0.021695903333333377
D-139_A-3,0.7198577864331511,0.84439373,0.7198578,1.0829035,0.7198578,1.0379152,0.7198578,0.9968957,1.0392381333333334,0.12453594356684883,0.31938034690018224,-0.19484440333333342
D-23_A-324,0.7082268624834374,0.7930619,0.70822686,0.7032114,0.70822686,0.80133176,0.70822686,0.74782395,0.7507890366666666,0.08483503751656263,0.04256217418322927,0.042272863333333355
D-40_A-54,0.6377415974245438,0.69629157,0.6377416,0.6550964,0.6377416,0.7791999,0.6377416,0.7081734,0.7141565666666666,0.05854997257545613,0.07641496924212277,-0.017864996666666633
D-39_A-313,0.6972645611671965,0.71850216,0.69726455,0.65173554,0.69726455,0.60730433,0.69726455,0.66448486,0.64117491,0.021237598832803517,0.05608965116719644,-0.034852052334392924
D-35_A-42,0.6825393138672248,0.769439,0.6825393,0.6897887,0.6825393,0.7271709,0.6825393,0.6605395,0.6924996999999999,0.08689968613277521,0.009960386132775167,0.07693930000000004
D-23_A-167,1.691747432276643,0.79534465,1.6917474,0.6584364,1.6917474,0.73133683,1.6917474,0.7224555,0.7040762433333333,0.896402782276643,0.9876711889433097,-0.09126840666666669
D-47_A-54,0.7103959987013317,0.6892426,0.710396,0.68311226,0.710396,0.7880124,0.710396,0.68056357,0.71722941,0.021153398701331705,0.006833411298668213,0.014319987402663492
D-136_A-138,0.6574115423395009,0.72595906,0.6574115,0.691525,0.6574115,0.6544122,0.6574115,0.6392838,0.6617403333333333,0.06854751766049905,0.004328790993832321,0.06421872666666673
D-94_A-152,0.7221124441506758,0.6255019,0.7221124,0.5971367,0.7221124,0.61805296,0.7221124,0.5908653,0.60201832,0.09661054415067571,0.12009412415067577,-0.02348358000000006
D-143_A-265,0.7291718552110635,0.76776034,0.7291719,0.7738806,0.7291719,0.8191192,0.7291719,0.73383224,0.7756106800000001,0.038588484788936506,0.04643882478893657,-0.007850340000000067
D-154_A-205,0.7435938899214373,0.8833318,0.7435939,0.7611586,0.7435939,0.8016373,0.7435939,0.75954294,0.7741129466666666,0.13973791007856273,0.030519056745229367,0.10921885333333337
D-7_A-181,0.8488319825573496,0.80636406,0.848832,0.80472136,0.848832,0.819034,0.848832,0.83549476,0.8197500400000001,0.04246792255734955,0.029081942557349527,0.01338598000000002
D-89_A-343,0.8117700744903141,0.8866589,0.8117701,0.837615,0.8117701,0.7974778,0.8117701,0.8830632,0.8393853333333334,0.0748888255096859,0.027615258843019297,0.0472735666666666
D-118_A-295,0.5256617848182116,0.78369224,0.52566177,0.78765225,0.52566177,0.74589384,0.52566177,0.6841717,0.7392392633333333,0.25803045518178847,0.21357747851512177,0.0444529766666667
D-152_A-131,0.7848541261521396,0.6846468,0.7848541,0.7710104,0.7848541,0.80604243,0.7848541,0.8005785,0.7925437766666666,0.10020732615213956,0.00768965051452708,0.09251767563761248
D-45_A-309,0.6711183063256942,0.68864286,0.6711183,0.7673365,0.6711183,0.66958034,0.6711183,0.70965946,0.7155254333333333,0.01752455367430572,0.04440712700763905,-0.026882573333333326
D-109_A-16,0.957312117497427,0.9884792,0.9573121,1.0408062,0.9573121,0.9317421,0.9573121,1.0670929,1.0132137333333333,0.03116708250257305,0.05590161583590636,-0.02473453333333331
D-95_A-353,0.8314477940870556,0.8669423,0.8314478,0.87670374,0.8314478,0.85156655,0.8314478,0.89521,0.8744934299999999,0.03549450591294445,0.0430456359129443,-0.0075511299999998505
D-129_A-243,0.9560914924572498,0.7917014,0.95609146,0.85042167,0.95609146,0.71192133,0.95609146,0.91206443,0.8248024766666667,0.16439009245724978,0.13128901579058305,0.03310107666666673
D-43_A-19,0.8690617045607957,0.88780546,0.8690617,0.8109108,0.8690617,0.78267163,0.8690617,0.8549553,0.8161792433333334,0.018743755439204368,0.05288246122746232,-0.03413870578825795
D-165_A-113,0.6847162247669036,0.6814822,0.6847162,0.6425158,0.6847162,0.62074584,0.6847162,0.59233034,0.61853066,0.003234024766903598,0.06618556476690363,-0.06295154000000003
D-137_A-174,0.8308569182714285,0.6793725,0.8308569,0.6675972,0.8308569,0.62007403,0.8308569,0.63303316,0.6402347966666667,0.15148441827142844,0.19062212160476177,-0.03913770333333333
D-142_A-314,0.7293117994831857,0.7626226,0.7293118,0.6881952,0.7293118,0.6810467,0.7293118,0.7385615,0.7026011333333333,0.03331080051681434,0.026710666149852402,0.0066001343669619406
D-109_A-36,0.8623055060900059,0.8707817,0.8623055,0.93819845,0.8623055,0.9118073,0.8623055,0.94857633,0.9328606933333333,0.0084761939099941,0.07055518724332743,-0.06207899333333333
D-142_A-195,0.6562453400718157,0.7200101,0.65624535,0.67401254,0.65624535,0.6362276,0.65624535,0.6288787,0.6463729466666667,0.06376475992818431,0.009872393405149005,0.05389236652303531
D-160_A-255,0.7529079586993497,0.859068,0.75290793,0.88870037,0.75290793,0.8357133,0.75290793,0.793344,0.8392525566666666,0.10616004130065038,0.08634459796731697,0.019815443333333405
D-41_A-1,0.7307267915679772,0.73433244,0.7307268,0.7750248,0.7307268,0.7550905,0.7307268,0.7738862,0.7680005,0.0036056484320228233,0.03727370843202282,-0.03366806
D-102_A-4,0.9732502151557912,0.9419917,0.9732502,0.8531523,0.9732502,0.8748066,0.9732502,0.91497076,0.8809765533333334,0.031258515155791256,0.09227366182245789,-0.06101514666666663
D-140_A-232,0.673318541270727,0.638433,0.67331856,0.62152255,0.67331856,0.6933845,0.67331856,0.6486472,0.6545180833333334,0.03488554127072696,0.0188004579373936,0.01608508333333336
D-107_A-345,1.007505463098598,1.009829,1.0075054,0.97196543,1.0075054,0.9679791,1.0075054,0.9461589,0.9620344766666666,0.002323536901402079,0.04547098643193137,-0.04314744953052929
D-129_A-340,0.8122443300791726,0.8308195,0.81224436,0.8513857,0.81224436,0.8056277,0.81224436,0.8254756,0.8274963333333333,0.018575169920827417,0.015252003254160651,0.003323166666666766
D-83_A-180,0.5833188249325678,0.64684236,0.5833188,0.67696726,0.5833188,0.7187239,0.5833188,0.66024673,0.68531263,0.06352353506743214,0.10199380506743216,-0.03847027000000003
D-152_A-134,0.7571451602719392,0.7074194,0.75714517,0.76212513,0.75714517,0.80858815,0.75714517,0.70397305,0.7582287766666668,0.0497257602719392,0.001083616394727538,0.04864214387721166
D-40_A-63,0.7529001840175651,0.60939056,0.7529002,0.691725,0.7529002,0.69052553,0.7529002,0.7301196,0.7041233766666667,0.14350962401756506,0.0487768073508984,0.09473281666666666
D-116_A-57,0.6065029260141497,0.6021389,0.60650295,0.5539119,0.60650295,0.56847167,0.60650295,0.547187,0.5565235233333333,0.004364026014149647,0.049979402680816354,-0.04561537666666671
D-158_A-244,0.9396169417557502,0.92769533,0.9396169,0.80854356,0.9396169,0.8045359,0.9396169,0.76465094,0.7925768,0.011921611755750128,0.1470401417557502,-0.13511853000000007
D-98_A-351,0.763450427199224,0.77479434,0.76345044,0.7268082,0.76345044,0.6942612,0.76345044,0.72700524,0.71602488,0.011343912800776068,0.04742554719922398,-0.036081634398447915
D-30_A-10,1.186579708642553,1.1617638,1.1865797,1.1613094,1.1865797,1.076763,1.1865797,1.0853493,1.1078072333333333,0.02481590864255301,0.0787724753092196,-0.053956566666666594
D-29_A-353,1.1225707535102043,1.1159241,1.1225708,1.1072419,1.1225708,1.0397393,1.1225708,1.0366331,1.0612047666666666,0.006646653510204326,0.06136598684353767,-0.05471933333333334
D-87_A-162,0.5976631128250958,0.6449268,0.5976631,0.6209527,0.5976631,0.6178957,0.5976631,0.62014174,0.6196633800000001,0.047263687174904256,0.02200026717490433,0.025263419999999925
D-22_A-6,0.9708867118932828,1.0134891,0.9708867,1.0752752,0.9708867,1.0831997,0.9708867,1.1383151,1.09893,0.042602388106717126,0.12804328810671717,-0.08544090000000004
D-89_A-294,0.5870117987802377,0.61742276,0.5870118,0.5843196,0.5870118,0.5938873,0.5870118,0.5772195,0.5851421333333334,0.030410961219762278,0.0018696654469042562,0.028541295772858022
D-132_A-175,0.5801078813555414,0.67040366,0.58010787,0.71887624,0.58010787,0.7088579,0.58010787,0.6622381,0.6966574133333334,0.09029577864445859,0.11654953197779205,-0.026253753333333463
D-140_A-208,0.7069673640343374,0.7802217,0.70696735,0.7423328,0.70696735,0.65724194,0.70696735,0.7236452,0.70773998,0.07325433596566266,0.000772615965662693,0.07248171999999997
D-108_A-35,0.9353797401831606,0.9293672,0.93537974,0.9245887,0.93537974,0.8844348,0.93537974,0.84768534,0.8855696133333333,0.006012540183160664,0.04981012684982733,-0.043797586666666666
D-3_A-145,0.4358875342518049,0.69851667,0.43588755,0.668962,0.43588755,0.6644655,0.43588755,0.696259,0.6765621666666667,0.2626291357481951,0.2406746324148618,0.021954503333333264
D-95_A-365,0.5882635225475531,0.6448381,0.5882635,0.66390276,0.5882635,0.65451145,0.5882635,0.65114474,0.65651965,0.05657457745244687,0.06825612745244691,-0.01168155000000004
D-7_A-333,1.4207220252666026,1.3856375,1.420722,1.2595696,1.420722,1.2973819,1.420722,1.237537,1.2648295,0.03508452526660255,0.15589252526660258,-0.12080800000000003
D-146_A-282,0.6197121103661306,0.6018448,0.6197121,0.6090748,0.6197121,0.6822527,0.6197121,0.637532,0.6429531666666667,0.01786731036613065,0.023241056300536078,-0.005373745934405427
D-31_A-160,0.963430792061882,0.83236384,0.96343076,0.7307484,0.96343076,0.75152075,0.96343076,0.69520354,0.7258242300000001,0.131066952061882,0.2376065620618819,-0.1065396099999999
D-140_A-353,1.0374302132874005,0.9133005,1.0374302,0.94780505,1.0374302,0.978375,1.0374302,0.92450833,0.9502294600000001,0.12412971328740052,0.0872007532874004,0.03692896000000012
D-129_A-353,0.8878297863887428,0.83964074,0.8878298,0.87042177,0.8878298,0.92678225,0.8878298,0.97625995,0.9244879899999999,0.04818904638874277,0.036658203611257156,0.011530842777485617
D-119_A-191,0.6366220432475661,0.76101625,0.6366221,0.7661724,0.6366221,0.7762905,0.6366221,0.7684748,0.7703125666666666,0.12439420675243384,0.13369052341910048,-0.009296316666666637
D-35_A-4,0.8155796685647523,0.841652,0.81557965,0.8311733,0.81557965,0.86993027,0.81557965,0.85851514,0.8532062366666665,0.026072331435247675,0.037626568101914226,-0.01155423666666655
D-46_A-142,0.6905005880146223,0.67562675,0.6905006,0.6312243,0.6905006,0.65851736,0.6905006,0.65054584,0.6467625,0.014873838014622276,0.04373808801462231,-0.028864250000000036
D-7_A-93,0.651868194227104,0.768524,0.65186816,0.62700963,0.65186816,0.7098036,0.65186816,0.7331979,0.69000371,0.11665580577289603,0.03813551577289609,0.07852028999999994
D-135_A-160,0.6071870980111916,0.6973302,0.6071871,0.57201946,0.6071871,0.62713325,0.6071871,0.61484575,0.6046661533333333,0.09014310198880837,0.00252094467785835,0.08762215731095002
D-138_A-276,1.0118670595797403,0.95940244,1.011867,0.893401,1.011867,1.0405046,1.011867,0.9934913,0.9757989666666668,0.05246461957974036,0.03606809291307356,0.0163965266666668
D-108_A-4,0.9082927488457256,1.0106204,0.9082928,0.8955287,0.9082928,0.90061545,0.9082928,0.9138671,0.9033370833333333,0.10232765115427445,0.004955665512392349,0.0973719856418821
D-147_A-58,0.6338309324869061,0.7106758,0.6338309,0.641883,0.6338309,0.6290846,0.6338309,0.61581445,0.62892735,0.07684486751309383,0.004903582486906144,0.07194128502618768
D-22_A-368,0.8856217767619254,0.86135226,0.8856218,0.7381897,0.8856218,0.73553044,0.8856218,0.77228236,0.7486674999999999,0.024269516761925458,0.1369542767619255,-0.11268476000000005
D-100_A-27,2.011302402985957,2.0537515,2.0113025,1.0503296,2.0113025,1.0523264,2.0113025,1.1582613,1.0869724333333333,0.04244909701404298,0.9243299696526239,-0.881880872638581
D-132_A-165,0.8895091176542094,0.8107084,0.88950914,0.8864012,0.88950914,0.821731,0.88950914,0.8133153,0.8404824999999999,0.07880071765420937,0.04902661765420946,0.029774099999999915
D-102_A-162,0.6129170384864182,0.5971054,0.61291707,0.5599438,0.61291707,0.5412816,0.61291707,0.5858518,0.5623590666666667,0.0158116384864182,0.050557971819751524,-0.034746333333333324
D-5_A-114,0.7522937588383688,0.75578165,0.75229377,0.7955941,0.75229377,0.86187875,0.75229377,0.83606434,0.8311790633333334,0.0034878911616311736,0.07888530449496456,-0.07539741333333339
D-5_A-73,0.7141433953214936,0.7391074,0.7141434,0.64032006,0.7141434,0.6617224,0.7141434,0.6673199,0.6564541199999999,0.024964004678506346,0.057689275321493705,-0.03272527064298736
D-96_A-35,0.8968872906677644,0.8036335,0.8968873,0.851735,0.8968873,0.9221748,0.8968873,0.86490846,0.8796060866666666,0.0932537906677644,0.017281204001097783,0.07597258666666662
D-113_A-291,0.5077255939412132,0.6485088,0.5077256,0.5471437,0.5077256,0.54952496,0.5077256,0.573492,0.55672022,0.1407832060587868,0.048994626058786794,0.09178858000000001
D-22_A-26,0.9266954206297982,0.98388505,0.9266954,1.0412481,0.9266954,1.0764614,0.9266954,1.071001,1.0629035,0.05718962937020189,0.13620807937020185,-0.07901844999999996
D-132_A-340,1.1233171229615229,0.95748585,1.1233171,1.0081134,1.1233171,0.9691365,1.1233171,0.9962044,0.9911514333333332,0.1658312729615229,0.13216568962818964,0.03366558333333325
D-5_A-337,1.0379122435580437,1.0173534,1.0379122,1.1320943,1.0379122,1.0867043,1.0379122,1.0894233,1.1027406333333334,0.020558843558043716,0.06482838977528971,-0.04426954621724599
D-33_A-13,1.0107241813574093,0.90126675,1.0107242,0.94367206,1.0107242,0.92133576,1.0107242,0.86175954,0.9089224533333334,0.10945743135740926,0.10180172802407583,0.00765570333333343
D-7_A-253,0.9575531326327484,0.9278363,0.95755315,1.0578393,0.95755315,1.0560595,0.95755315,0.9939215,1.0359401,0.02971683263274849,0.07838696736725148,-0.04867013473450299
D-39_A-281,0.6978321129374699,0.63883954,0.6978321,0.7470553,0.6978321,0.77633274,0.6978321,0.7525517,0.7586465800000001,0.058992572937469956,0.06081446706253013,-0.001821894125060175
D-89_A-375,0.9455723480027292,0.87787706,0.9455724,0.9169098,0.9455724,0.93559223,0.9455724,0.93446565,0.9289892266666667,0.06769528800272917,0.016583121336062434,0.051112166666666736
D-30_A-42,0.9295565035265192,0.90705097,0.9295565,0.91229796,0.9295565,0.8416413,0.9295565,0.9070008,0.8869800200000001,0.022505533526519184,0.042576483526519104,-0.02007094999999992
D-97_A-141,0.8150354408398325,0.7439515,0.81503546,0.79038906,0.81503546,0.7588322,0.81503546,0.7866708,0.7786306866666667,0.0710839408398325,0.0364047541731658,0.034679186666666695
D-98_A-10,0.9474460463128102,0.9440724,0.94744605,0.9249996,0.94744605,0.9663613,0.94744605,0.88204443,0.9244684433333333,0.003373646312810119,0.02297760297947682,-0.0196039566666667
D-102_A-56,0.815727387518659,0.68473166,0.8157274,0.64453065,0.8157274,0.7848097,0.8157274,0.6544242,0.6945881833333333,0.13099572751865907,0.12113920418532576,0.009856523333333311
D-127_A-147,0.6211892999051986,0.6355312,0.6211893,0.5831341,0.6211893,0.5162803,0.6211893,0.60279727,0.56740389,0.014341900094801407,0.053785409905198533,-0.039443509810397126
D-132_A-233,0.7282699921240537,0.69419646,0.72827,0.706802,0.72827,0.6664323,0.72827,0.7786943,0.7173095333333332,0.03407353212405373,0.010960458790720495,0.023113073333333234
D-83_A-79,0.6165944629705189,0.6775105,0.61659443,0.6851704,0.61659443,0.6541129,0.61659443,0.65761065,0.6656313166666666,0.06091603702948112,0.04903685369614774,0.011879183333333376
D-35_A-333,0.8095076420910047,0.7934011,0.80950767,0.7376311,0.80950767,0.78947747,0.80950767,0.8053601,0.7774895566666666,0.016106542091004705,0.03201808542433804,-0.015911543333333333
D-143_A-13,0.8378152584686168,0.87521005,0.8378153,0.7938355,0.8378153,0.7388328,0.8378153,0.8186867,0.783785,0.03739479153138314,0.054030258468616865,-0.016635466937233723
D-24_A-37,0.9298597161161172,1.0663054,0.9298597,1.1457253,0.9298597,1.0728278,0.9298597,1.1010381,1.1065304000000002,0.1364456838838829,0.17667068388388307,-0.04022500000000018
D-83_A-37,1.1242500847756711,1.1473551,1.12425,1.0922431,1.12425,1.1092407,1.12425,1.0222876,1.0745904666666668,0.02310501522432884,0.04965961810900432,-0.026554602884675482
D-156_A-232,0.6792272994269987,0.73618835,0.6792273,0.6927738,0.6792273,0.6467909,0.6792273,0.6911942,0.6769196333333333,0.05696105057300138,0.0023076660936653948,0.05465338447933599
D-33_A-26,0.8667526240707789,0.91567296,0.8667526,0.9354731,0.8667526,1.0338819,0.8667526,1.0204128,0.9965892666666666,0.04892033592922107,0.12983664259588767,-0.0809163066666666
D-34_A-136,0.6205284519535103,0.6221093,0.62052846,0.6075293,0.62052846,0.5915804,0.62052846,0.63680184,0.6119705133333334,0.0015808480464897245,0.008557938620176841,-0.006977090573687117
D-97_A-205,0.6966970093969229,0.7986592,0.696697,0.67193997,0.696697,0.71328425,0.696697,0.65513074,0.68011832,0.1019621906030771,0.016578689396922863,0.08538350120615423
D-42_A-101,0.377647393003606,0.62383795,0.3776474,0.5298748,0.3776474,0.5354561,0.3776474,0.5641227,0.5431512,0.24619055699639397,0.16550380699639394,0.08068675000000003
D-29_A-115,0.6006719146757237,0.6760458,0.6006719,0.7388847,0.6006719,0.7128829,0.6006719,0.71131265,0.72102675,0.07537388532427636,0.12035483532427638,-0.04498095000000002
D-109_A-101,0.8253602182497389,0.72306025,0.82536024,0.6780994,0.82536024,0.7053429,0.82536024,0.754833,0.7127584333333333,0.10229996824973897,0.1126017849164056,-0.01030181666666663
D-23_A-38,1.0275796914663526,1.0145288,1.0275797,1.0136329,1.0275797,1.0191793,1.0275797,1.0381997,1.0236706333333334,0.013050891466352743,0.0039090581330192276,0.009141833333333516
D-102_A-124,0.6598216936927169,0.77274007,0.6598217,0.6520858,0.6598217,0.6490032,0.6598217,0.65647554,0.6525215133333334,0.11291837630728307,0.007300180359383512,0.10561819594789956
D-100_A-340,1.1287049774382285,0.9793194,1.128705,0.92096806,1.128705,0.9215475,1.128705,0.99029386,0.9442698066666666,0.14938557743822856,0.1844351707715619,-0.03504959333333335
D-135_A-42,0.9640838653317856,1.019025,0.96408385,0.8718401,0.96408385,0.8307195,0.96408385,0.81167626,0.8380786200000001,0.054941134668214486,0.12600524533178548,-0.07106411066357099
D-118_A-262,0.5560607905958725,0.6968324,0.5560608,0.73076177,0.5560608,0.6825879,0.5560608,0.6885544,0.7006346900000001,0.14077160940412747,0.14457389940412757,-0.003802290000000097
D-36_A-176,0.7744438272426031,0.8890515,0.7744438,0.7632582,0.7744438,0.79812354,0.7744438,0.86197436,0.8077853666666667,0.11460767275739692,0.03334153942406359,0.08126613333333332
D-116_A-129,0.6597050734659485,0.7159219,0.6597051,0.7212864,0.6597051,0.82501775,0.6597051,0.79627967,0.7808612733333334,0.05621682653405147,0.1211561998673849,-0.06493937333333344
D-116_A-10,1.2360500088377588,0.9240422,1.23605,0.9866967,1.23605,0.92599726,1.23605,1.0122522,0.9749820533333334,0.3120078088377588,0.2610679555044254,0.050939853333333396
D-107_A-30,1.0458424189783029,1.0013895,1.0458424,0.97530437,1.0458424,0.9454244,1.0458424,0.97784674,0.9661918366666667,0.04445291897830295,0.07965058231163613,-0.035197663333333185
D-90_A-136,0.5673185298199269,0.6014683,0.56731856,0.602635,0.56731856,0.60426146,0.56731856,0.6070551,0.60465052,0.034149770180073036,0.03733199018007305,-0.0031822200000000134
D-119_A-366,0.6697966104223178,0.65818715,0.6697966,0.70792747,0.6697966,0.7817167,0.6697966,0.71877944,0.7361412033333333,0.011609460422317697,0.06634459291101558,-0.05473513248869788
D-25_A-148,0.6037740127077663,0.8147838,0.603774,0.71970844,0.603774,0.76249653,0.603774,0.7214016,0.7345355233333333,0.21100978729223363,0.13076151062556696,0.08024827666666667
D-159_A-145,0.6055932882453553,0.6511439,0.60559326,0.59087706,0.60559326,0.67631054,0.60559326,0.65993845,0.64237535,0.0455506117546447,0.03678206175464471,0.008768549999999986
D-101_A-6,1.0451660216630454,1.0321873,1.045166,0.98269415,1.045166,1.1654041,1.045166,1.0733626,1.0738202833333332,0.012978721663045478,0.02865426167028784,-0.01567554000724236
D-140_A-112,0.6961294576266496,0.6588054,0.69612944,0.75123394,0.69612944,0.69505036,0.69612944,0.7596215,0.7353019333333334,0.03732405762664959,0.03917247570668381,-0.0018484180800342198
D-28_A-214,1.097536278163895,0.93352365,1.0975363,0.7102289,1.0975363,0.8079473,1.0975363,0.87735915,0.7985117833333334,0.16401262816389506,0.2990244948305617,-0.13501186666666665
D-142_A-368,0.6063396576966736,0.61043626,0.60633963,0.6524762,0.60633963,0.63733107,0.60633963,0.6607132,0.6501734899999999,0.004096602303326313,0.04383383230332627,-0.03973722999999996
D-124_A-64,0.5439089629665926,0.6092484,0.54390895,0.57624614,0.54390895,0.6070216,0.54390895,0.5648633,0.5827103466666667,0.06533943703340739,0.03880138370007402,0.026538053333333367
D-153_A-271,0.7689860006298364,0.80290616,0.768986,0.9050008,0.768986,0.9497279,0.768986,0.8894893,0.9147393333333333,0.03392015937016368,0.145753332703497,-0.11183317333333331
D-166_A-256,0.8394323922798069,0.8306479,0.8394324,0.84350705,0.8394324,0.88744533,0.8394324,0.9447247,0.89189236,0.008784492279806932,0.052459967720193124,-0.04367547544038619
D-87_A-165,0.6834567263178037,0.73879695,0.6834567,0.6598842,0.6834567,0.70354986,0.6834567,0.69317126,0.6855351066666667,0.055340223682196266,0.002078380348862985,0.05326184333333328
